model_name,phase,account,condition,n_items,n_seeds,n_prompts_scored,absC_mean,absC_mean_lo,absC_mean_hi,absC_change_vs_unedited,absC_change_vs_unedited_lo,absC_change_vs_unedited_hi,opt_acc,opt_acc_lo,opt_acc_hi,acc_loss_vs_unedited,acc_loss_vs_unedited_lo,acc_loss_vs_unedited_hi,n_paired_prompts,p_gold_mean,p_gold_loss_vs_unedited,p_gold_loss_vs_unedited_lo,p_gold_loss_vs_unedited_hi,energy_total_A_mean,energy_audit_mean,alpha,sec_mean,kind,matched_to,energy_target,feasible
llama-3.1-8b-instruct,test,magnitude,unedited,160,160,316,0.15823893547058104,0.12944507598876953,0.190640389919281,0.0,0.0,0.0,0.2626582278481013,0.19936708860759494,0.33121069340352427,-0.0,-0.0,-0.0,316,0.337085647065789,-0.0,-0.0,-0.0,,,0.0,0.5832264333963394,none,,,True
llama-3.1-8b-instruct,test,magnitude,targeted,160,160,316,0.11380391120910645,0.09757337927818298,0.13130974531173703,-0.04443502426147461,-0.0719029712677002,-0.018525450229644778,0.41455696202531644,0.3458875686649152,0.48742138364779874,-0.1518987341772152,-0.20320530098831968,-0.10475361663652803,316,0.4210896855550266,-0.08400403848923761,-0.10892314969024297,-0.06132330918894202,0.009552936748734125,0.006184695871281617,1.0,0.7843843042850495,targeted,operating,0.007599449802881997,True
llama-3.1-8b-instruct,test,magnitude,random_1_matched,160,160,316,0.15491256713867188,0.12619916915893553,0.18665166854858398,-0.0033263683319091795,-0.015373982191085815,0.009330900907516473,0.25949367088607594,0.19556822014562625,0.3291139240506329,0.0031645569620253164,-0.006349206349206349,0.015723270440251572,316,0.33713907265647985,-5.342559069082507e-05,-0.0017593736801671427,0.0016077205848155725,0.0002783831961702565,0.00024757728029209077,1.0,0.7936671391129494,random,targeted energy,0.007599449802881997,True
llama-3.1-8b-instruct,test,magnitude,targeted_at_random_1_energy,160,160,316,0.136370849609375,0.1144959259033203,0.16055206298828123,-0.021868085861206053,-0.038707847595214846,-0.005941934585571291,0.2848101265822785,0.22289466258163348,0.3553511530398322,-0.022151898734177215,-0.0473186119873817,-0.0,316,0.3493355237000264,-0.012249876634237366,-0.018876903371516082,-0.005784017747029969,0.0004368781678255781,0.000837885134709087,0.13567421838494953,0.7891672626137733,targeted,random_1 energy at alpha=1,0.0002854833124720342,True
llama-3.1-8b-instruct,test,magnitude,random_2_matched,160,160,316,0.15034828186035157,0.12407749176025391,0.1785629367828369,-0.007890653610229493,-0.023068875074386597,0.005754269361495967,0.27531645569620256,0.20950723327305606,0.34591494459418987,-0.012658227848101266,-0.02857142857142857,0.0031446540880503146,316,0.33788154996062136,-0.0007959028948323573,-0.0026547826973327333,0.0011225781760603724,0.000269496997965267,0.00022080812972918767,1.0,0.7946955755352973,random,targeted energy,0.007599449802881997,True
llama-3.1-8b-instruct,test,magnitude,targeted_at_random_2_energy,160,160,316,0.14030351638793945,0.11831255674362183,0.16457481384277342,-0.017935419082641603,-0.035204069614410395,-0.0015794026851654252,0.29430379746835444,0.23026580759081802,0.36477987421383645,-0.03164556962025317,-0.05993690851735016,-0.00949367088607595,316,0.3481474174277988,-0.01106177036200981,-0.0174426607756105,-0.005150252285635306,0.0004082474082525435,0.0007754009389873516,0.1272878068361861,0.7896507978439331,targeted,random_2 energy at alpha=1,0.00025128101520356693,True
llama-3.1-8b-instruct,test,magnitude,random_3_matched,160,160,316,0.15253009796142578,0.12330745220184326,0.1863924789428711,-0.005708837509155273,-0.01840457797050476,0.007410086393356293,0.27531645569620256,0.21019108280254778,0.3449367088607595,-0.012658227848101266,-0.028391167192429023,7.86163522012534e-05,316,0.3376254320545283,-0.0005397849887392665,-0.002349264736565045,0.001260182218309517,0.00032366178460688146,0.00026854554338756294,1.0,0.7938426733016968,random,targeted energy,0.007599449802881997,True
llama-3.1-8b-instruct,test,magnitude,targeted_at_random_3_energy,160,160,316,0.13199253082275392,0.1098677682876587,0.1586858034133911,-0.026246404647827147,-0.04304950833320618,-0.009652982950210606,0.2879746835443038,0.22468354430379747,0.3575949367088608,-0.02531645569620253,-0.05063291139240506,-0.0031645569620253164,316,0.3493359532720524,-0.012250306206263384,-0.019515967900312743,-0.005357251721999032,0.0004541117684606963,0.0008752888590796752,0.14073087096670778,0.7871544927358627,targeted,random_3 energy at alpha=1,0.00030716011505160237,True
llama-3.1-8b-instruct,test,magnitude,neutral_matched,160,160,316,0.15091323852539062,0.12513219833374026,0.1800496482849121,-0.00732569694519043,-0.02081130027770996,0.005932128429412841,0.27848101265822783,0.2138364779874214,0.3470031545741325,-0.015822784810126583,-0.0379746835443038,0.0031645569620253164,316,0.34539700187345473,-0.008311354807665712,-0.012683344291203803,-0.004110497925145337,0.0015388136432785428,0.001310384999230046,1.0,0.7899268344044685,neutral,targeted energy,0.007599449802881997,True
llama-3.1-8b-instruct,test,magnitude,targeted_at_neutral_energy,160,160,316,0.12742328643798828,0.1071550703048706,0.1511626815795898,-0.030815649032592773,-0.05268764257431031,-0.00973204493522645,0.3449367088607595,0.2761904761904762,0.4151138065289008,-0.08227848101265822,-0.12063492063492064,-0.04746835443037975,316,0.37701798222980365,-0.03993233516401467,-0.05660529690262522,-0.025735939562064825,0.0014921558490043345,0.002184609663542099,0.34850778420728545,0.788632071018219,targeted,neutral energy at alpha=1,0.0012775245803463562,True
