layer,dim,rank_in_layer,mean_abs,ratio_to_median,cv_across_prompts,bos_ratio,qualifies_ratio,in_old_top_variance,selected,n_stable_candidates,cv_max,ratio_min
19,2352,1,5.22426343404859,33.26303882464097,0.14482231299819318,243.53887415982166,False,True,True,4094,0.5,50.0
19,4055,2,5.162390431833791,32.86909160110424,0.12711899436148597,34.22278297017102,False,True,True,4094,0.5,50.0
20,2352,1,5.913835356266997,34.25262787972587,0.15736054757932702,221.54201756920938,False,True,True,4092,0.5,50.0
20,4055,2,5.192047665875791,30.072070985977174,0.15067048392914728,26.787760294316165,False,True,True,4092,0.5,50.0
21,2352,1,7.669100622684608,39.61579709245317,0.15697275694958643,198.87706044017716,False,True,True,4090,0.5,50.0
21,4055,2,4.148870656795461,21.431563645973725,0.1630145722551245,20.339699363199937,False,True,True,4090,0.5,50.0
22,2352,1,9.472304378564145,44.228885636995535,0.15194832293260213,180.93478101401269,False,True,True,4093,0.5,50.0
22,4055,2,4.122193746466207,19.247696072624404,0.16255529726221696,15.539963046768024,False,False,True,4093,0.5,50.0
23,2352,1,11.463977819055945,48.63530460819088,0.14943385597789327,166.5159978500981,False,True,True,4092,0.5,50.0
23,4055,2,3.6285379710892416,15.39387569408651,0.16088447165720193,11.467861316905642,False,False,True,4092,0.5,50.0
24,2352,1,13.030665259219944,51.19005265665143,0.15001409533895912,155.17297388228474,True,True,True,4091,0.5,50.0
24,4055,2,3.665501746788368,14.399665995439507,0.15586589301090864,9.636929153290627,False,False,True,4091,0.5,50.0
25,2352,1,15.121280973800506,55.12674447066329,0.13421877247436717,146.7370038813929,True,True,True,4093,0.5,50.0
25,4055,2,3.295215061360081,12.013167335374373,0.1533912864025408,8.715357761588942,False,False,True,4093,0.5,50.0
26,2352,1,18.176076206779335,61.3234781512497,0.12071651757130303,140.01505684310752,True,True,True,4092,0.5,50.0
26,1421,2,3.4149712457274717,11.521623929833966,0.16237814632987604,20.559439822594854,False,True,True,4092,0.5,50.0
27,2352,1,20.534450636169385,64.04850472515778,0.11596869762260312,131.0011768086162,True,True,True,4093,0.5,50.0
27,1421,2,3.6184694811448055,11.2862800065722,0.15945943059064965,19.49422273937741,False,True,True,4093,0.5,50.0
28,2352,1,22.336638214216336,62.73651668250635,0.10560736097793634,121.47550228894619,True,True,True,4093,0.5,50.0
28,1421,2,3.741141753754057,10.507678003963541,0.1558478751872031,17.37872070318739,False,True,True,4093,0.5,50.0
29,2352,1,25.967640736000114,65.91473875239578,0.082564743918944,116.1291211851004,True,True,True,4091,0.5,50.0
29,290,2,3.6771536108206027,9.333871416113995,0.11868151744798318,98.36073105841837,False,False,True,4091,0.5,50.0
30,2352,1,22.232111508283378,47.32645908120129,0.07238695147739678,108.03372398865855,False,True,True,4093,0.5,50.0
30,184,2,4.989995682485917,10.622420024951358,0.20666292381309567,1.2306797375555316,False,False,True,4093,0.5,50.0
31,1917,1,22.496913075192495,16.725452256107726,0.17719294971565647,6.272905217672911,False,False,True,4089,0.5,50.0
31,1753,2,21.798864659645908,16.206484368929,0.07277129697561131,7.713350119508913,False,False,True,4089,0.5,50.0
