model_name,phase,cond_id,condition,rank,alpha,pair_type,stratum,label,n_seeds,n_items,n_audit,absC_pre_mean,absC_post_mean,W,L,U,D,D_lo,D_hi,R,R_lo,R_hi,X_den,X_num,X_reverse_num,X_reverse_den,X,X_lo,X_hi,energy_audit_mean,energy_gen_mean,opt_acc,opt_acc_pre,d_opt_acc,d_opt_acc_lo,d_opt_acc_hi,gen_acc_attempted,gen_acc_attempted_pre,d_gen_acc_attempted,d_gen_acc_attempted_lo,d_gen_acc_attempted_hi,validity,validity_pre,d_validity,d_validity_lo,d_validity_hi,gen_acc_usable,gen_acc_usable_n,gen_acc_usable_pre,flip_attempted_num,flip_attempted_den,flip_attempted,flip_usable_den,flip_usable
llama-3.1-8b-instruct,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,demographic,pooled,exploratory,2,2,2,0.0390625,0.0546875,0.0,0.5,0.5,-0.015625,-0.03125,0.0,-0.3999999999999999,-1.0,0.0,0,0,0,2,,,,0.0006032891224883387,0.0005751849223383595,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,0,2,0.0,0,0.0
llama-3.1-8b-instruct,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,demographic,bbq,exploratory,1,1,1,0.046875,0.046875,0.0,0.0,1.0,0.0,,,0.0,,,0,0,0,1,,,,0.0005502995745457033,0.00044100771339742456,1.0,1.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,,0,1,0.0,0,0.0
llama-3.1-8b-instruct,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,demographic,crows_pairs,exploratory,1,1,1,0.03125,0.0625,0.0,1.0,0.0,-0.03125,,,-1.0,,,0,0,0,1,,,,0.0006562786704309741,0.0007093621312792945,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,,0,1,0.0,0,0.0
llama-3.1-8b-instruct,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,identity,pooled,exploratory,2,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0,0,0,2,,,,0.0005193644588679939,0.0005197442270128559,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,0,2,0.0,0,0.0
llama-3.1-8b-instruct,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,identity,bbq,exploratory,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,0,0,0,1,,,,0.00031304153956161784,0.0003100491719980269,1.0,1.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,,0,1,0.0,0,0.0
llama-3.1-8b-instruct,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,identity,crows_pairs,exploratory,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,0,0,0,1,,,,0.0007256873781743699,0.0007294392820276851,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,,0,1,0.0,0,0.0
llama-3.1-8b-instruct,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,neutral,pooled,exploratory,1,1,1,0.015625,0.015625,0.0,0.0,1.0,0.0,,,0.0,,,0,0,0,1,,,,0.0008967184075294905,0.0005860547660536665,1.0,1.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,,0,1,0.0,0,0.0
llama-3.1-8b-instruct,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,neutral,bbq,exploratory,1,1,1,0.015625,0.015625,0.0,0.0,1.0,0.0,,,0.0,,,0,0,0,1,,,,0.0008967184075294905,0.0005860547660536665,1.0,1.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,,0,1,0.0,0,0.0
llama-3.1-8b-instruct,dev,cure_centred_svd_r1_a0.5,cure_centred_svd,1,0.5,demographic,pooled,exploratory,2,2,2,0.0390625,0.0234375,0.5,0.0,0.5,0.015625,0.0,0.03125,0.4,0.0,0.6666666666666667,0,0,0,2,,,,0.0013177964856962683,0.0013118773351063534,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,0,2,0.0,0,0.0
llama-3.1-8b-instruct,dev,cure_centred_svd_r1_a0.5,cure_centred_svd,1,0.5,demographic,bbq,exploratory,1,1,1,0.046875,0.015625,1.0,0.0,0.0,0.03125,,,0.6666666666666667,,,0,0,0,1,,,,0.0012126807088724796,0.0010716397697978055,1.0,1.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,,0,1,0.0,0,0.0
