model_name,phase,account,condition,n_items,n_seeds,n_prompts_scored,absC_mean,absC_mean_lo,absC_mean_hi,absC_change_vs_unedited,absC_change_vs_unedited_lo,absC_change_vs_unedited_hi,opt_acc,opt_acc_lo,opt_acc_hi,acc_loss_vs_unedited,acc_loss_vs_unedited_lo,acc_loss_vs_unedited_hi,n_paired_prompts,p_gold_mean,p_gold_loss_vs_unedited,p_gold_loss_vs_unedited_lo,p_gold_loss_vs_unedited_hi,energy_total_A_mean,energy_audit_mean,alpha,sec_mean,first_dev_layer_span_median,first_dev_layer_span_frac_never,first_dev_layer_last_median,first_dev_layer_last_frac_never,first_dev_layer_postspan_median,first_dev_layer_postspan_frac_never,first_margin_dev_cutoff_median,first_margin_dev_cutoff_frac_never,n_layers_edited,prespan_untouched_frac,fitting
qwen2.5-7b-instruct,dev,depth,unedited,3,3,6,1.44384765625,0.125,3.75341796875,0.0,0.0,0.0,0.16666666666666666,0.0,0.5,-0.0,-0.0,-0.0,6,0.292872759507971,-0.0,-0.0,-0.0,,,0.0,0.43953990936279297,,,,,,,,,0,,none
qwen2.5-7b-instruct,dev,depth,full_frozen,3,3,6,1.3917643229166667,0.03125,3.76904296875,-0.052083333333333336,-0.09375,0.015625,0.16666666666666666,0.0,0.5,-0.0,-0.0,-0.0,6,0.28383934217355444,0.009033417334416571,-0.01718672701510801,0.04334077030528233,0.020122672866965053,0.00830650450969394,1.0,1.9044862588246663,0.0,0.0,19.0,0.6666666666666666,16.0,0.6666666666666666,14.0,0.3333333333333333,28,1.0,frozen
qwen2.5-7b-instruct,dev,depth,early_frozen,3,3,6,1.3161417643229167,0.09375,3.72967529296875,-0.12770589192708334,-0.328125,-0.02374267578125,0.16666666666666666,0.0,0.5,-0.0,-0.0,-0.0,6,0.27713994873855624,0.015732810769414733,0.0011885632920672767,0.04363878653369955,0.0012865857213312265,0.0017764818355040866,1.0,0.7236450513203939,0.0,0.0,20.0,0.6666666666666666,17.0,0.6666666666666666,,,10,1.0,frozen
qwen2.5-7b-instruct,dev,depth,middle_frozen,3,3,6,1.7097981770833333,0.15625,3.86376953125,0.2659505208333333,0.03125,0.65625,0.16666666666666666,0.0,0.5,-0.0,-0.0,-0.0,6,0.28542675984398463,0.007445999663986385,-6.290602880658532e-05,0.022374235666770492,0.014436812515093336,0.01071804791445831,1.0,0.7083011468251547,10.0,0.0,,1.0,,1.0,,,9,1.0,frozen
qwen2.5-7b-instruct,dev,depth,late_frozen,3,3,6,1.47509765625,0.125,3.80029296875,0.03125,0.0,0.046875,0.16666666666666666,0.0,0.5,-0.0,-0.0,-0.0,6,0.31387900211385406,-0.02100624260588309,-0.050258067528513285,-0.00016268487322372745,0.02094379531413103,0.019868746423759055,1.0,0.712221622467041,19.0,0.0,,1.0,,1.0,,,9,1.0,frozen
qwen2.5-7b-instruct,dev,depth,full_sequential,3,3,6,1.6494140625,0.03125,4.1357421875,0.20556640625,-0.09375,0.38232421875,0.3333333333333333,0.0,0.5,-0.16666666666666666,-0.5,-0.0,6,0.3794942792597573,-0.08662151975178638,-0.2392043241750855,-0.0029054745312310348,0.01023017171475404,0.013689071090968133,1.0,1.6060426235198975,0.0,0.0,19.0,0.3333333333333333,22.0,0.0,14.0,0.3333333333333333,28,1.0,sequential
qwen2.5-7b-instruct,test,depth,unedited,2,2,4,0.6787109375,0.25,1.107421875,0.0,0.0,0.0,0.5,0.5,0.5,-0.0,-0.0,-0.0,4,0.5352770242330827,-0.0,-0.0,-0.0,,,0.0,0.7812474966049194,,,,,,,,,0,,none
qwen2.5-7b-instruct,test,depth,full_frozen,2,2,4,0.654296875,0.21875,1.08984375,-0.0244140625,-0.03125,-0.017578125,0.5,0.5,0.5,-0.0,-0.0,-0.0,4,0.5039575015318354,0.031319522701247264,0.02263813379540592,0.04000091160708861,0.010086505775039206,0.008128134792583525,1.0,2.1466060876846313,0.0,0.0,27.0,0.5,22.0,0.5,20.0,0.0,28,1.0,frozen
qwen2.5-7b-instruct,test,depth,early_frozen,2,2,4,0.685546875,0.1484375,1.22265625,0.0068359375,-0.1015625,0.115234375,0.5,0.5,0.5,-0.0,-0.0,-0.0,4,0.524130718325194,0.01114630590788871,0.001633588734835002,0.020659023080942418,0.0011767708222634049,0.0008238592148808118,1.0,0.7798088788986206,0.0,0.0,,1.0,,1.0,,,10,1.0,frozen
qwen2.5-7b-instruct,test,depth,middle_frozen,2,2,4,0.74609375,0.328125,1.1640625,0.0673828125,0.056640625,0.078125,0.5,0.5,0.5,-0.0,-0.0,-0.0,4,0.5413557153888374,-0.006078691155754776,-0.011968946314876605,-0.000188435996632947,0.00976517349718886,0.010766312199040297,1.0,0.7833621501922607,10.5,0.0,,1.0,,1.0,,,9,1.0,frozen
qwen2.5-7b-instruct,test,depth,late_frozen,2,2,4,0.671875,0.234375,1.109375,-0.0068359375,-0.015625,0.001953125,0.5,0.5,0.5,-0.0,-0.0,-0.0,4,0.5223071766209494,0.012969847612133253,0.0061865539774810865,0.01975314124678542,0.01082360383677005,0.02350640319961616,1.0,0.7669308185577393,19.0,0.0,,1.0,,1.0,,,9,1.0,frozen
qwen2.5-7b-instruct,test,depth,full_sequential,2,2,4,0.509765625,0.0625,0.95703125,-0.1689453125,-0.1875,-0.150390625,0.5,0.5,0.5,-0.0,-0.0,-0.0,4,0.5160146465657001,0.019262377667382605,0.007150658349157444,0.031374096985607766,0.0068163522186740905,0.012337168786707998,1.0,1.7635705471038818,0.0,0.0,19.0,0.5,17.0,0.5,12.0,0.5,28,1.0,sequential
