layer,dim,rank_in_layer,mean_abs,ratio_to_median,cv_across_prompts,bos_ratio,qualifies_ratio,in_old_top_variance,selected,n_stable_candidates,cv_max,ratio_min
0,2331,1,7.158627852182539,100.48011914422955,0.05128187834293509,115.97431820346382,True,True,True,3072,0.5,50.0
0,2889,2,3.71816549986472,52.18901165681721,0.09293273738241997,78.41096466659116,True,True,True,3072,0.5,50.0
0,1082,3,2.81682536159587,39.537597677374464,0.1510789712462908,72.12756032368414,False,True,True,3072,0.5,50.0
0,2146,4,1.9022660371854705,26.700636212307405,0.0891546681097964,34.690313505735425,False,False,True,3072,0.5,50.0
0,900,5,1.2926315558627572,18.143668790253066,0.134089476762825,11.751227188425391,False,False,True,3072,0.5,50.0
1,2331,1,12.367707205988458,131.49820042329836,0.14727095688188324,791.7138226136782,True,True,True,3072,0.5,50.0
1,2889,2,7.873657444985571,83.71574193345876,0.22171989069875564,453.4046845470141,True,True,True,3072,0.5,50.0
1,1082,3,5.68774127646442,60.47424392180289,0.24646378882016007,394.52786342600365,True,True,True,3072,0.5,50.0
1,2966,4,1.7960448881317184,19.09623721965444,0.27029940800086005,87.46796365748312,False,True,True,3072,0.5,50.0
1,2146,5,1.535644193046537,16.32755728388613,0.17933496667941407,7.361679277440115,False,False,True,3072,0.5,50.0
2,2331,1,15.386323305600646,133.377667657094,0.10655665253769774,686.3353009686529,True,True,True,3072,0.5,50.0
2,2889,2,8.398271195492876,72.80113657814931,0.19797672425785204,389.86965785999575,True,True,True,3072,0.5,50.0
2,1082,3,5.756367340748445,49.89956566212451,0.23732678336343774,339.8085733877006,False,True,True,3072,0.5,50.0
2,2966,4,1.8442226743491694,15.986802958669418,0.25448075193900976,75.22707336556478,False,True,True,3072,0.5,50.0
2,900,5,1.7877612361935484,15.497362123182697,0.18122912458664348,5.565587795304124,False,False,True,3072,0.5,50.0
3,2331,1,11.799682145111834,81.07231455651305,0.04002675497634539,3511.281562043577,True,True,True,3072,0.5,50.0
3,546,2,2.264133966619318,15.55623099694159,0.08827254382989315,1168.194203280421,False,False,True,3072,0.5,50.0
3,2412,3,1.961087500281836,13.474083516864768,0.10769193523496062,1493.3510371004236,False,False,True,3072,0.5,50.0
3,2146,4,1.9504764106607368,13.401177688981473,0.1594917110035253,880.9980986068637,False,True,True,3072,0.5,50.0
3,900,5,1.7976610905370674,12.351226380991987,0.2013311885256754,946.7852445936894,False,False,True,3072,0.5,50.0
4,2331,1,14.799332329996393,81.96299491824713,0.0383021174589048,2882.1261395017405,True,True,True,3072,0.5,50.0
4,546,2,3.410876891121031,18.890425531365022,0.07872389013064475,958.2626350639675,False,False,True,3072,0.5,50.0
4,2412,3,2.524675564236111,13.982385544669873,0.08758016276787718,1203.608884064596,False,False,True,3072,0.5,50.0
4,2146,4,2.0013016535330985,11.08378902512644,0.17407138119145274,710.1472410407584,False,True,True,3072,0.5,50.0
4,900,5,1.8836634927945048,10.432274770576846,0.22302860769379548,763.1763682231743,False,False,True,3072,0.5,50.0
5,2331,1,16.043664547258295,78.43730044270488,0.03458673742421297,2583.3418189367476,True,True,True,3072,0.5,50.0
5,546,2,4.39605000901876,21.492240398250246,0.08578153284988793,860.584299164158,False,False,True,3072,0.5,50.0
5,2412,3,3.015958454522907,14.744987887480827,0.08514298088304201,1067.3885363727582,False,False,True,3072,0.5,50.0
5,2146,4,1.957641638113134,9.570888550774978,0.2019654612225651,623.9572286937972,False,True,True,3072,0.5,50.0
5,2833,5,1.883016452541599,9.20604683496714,0.22703725063368116,449.7258810928162,False,False,True,3072,0.5,50.0
6,2331,1,19.174828756313133,84.06082458581547,0.0296665165863654,2333.9964897862947,True,True,True,3071,0.5,50.0
6,546,2,5.879069292252886,25.773341644118393,0.0872633730663952,780.446515954555,False,False,True,3071,0.5,50.0
6,2412,3,3.291694779829546,14.4305110097108,0.08884958598265094,952.7343860683817,False,False,True,3071,0.5,50.0
6,2833,4,2.3676265973067734,10.379474393761603,0.2253481777504104,407.6493211758134,False,True,True,3071,0.5,50.0
6,530,5,2.0062570018685753,8.795260706180372,0.19246462074190313,194.70063693206953,False,False,True,3071,0.5,50.0
7,2331,1,22.2100763212482,87.50163779688485,0.040834903376373695,2129.0284815544983,True,True,True,3070,0.5,50.0
7,546,2,6.768137428977272,26.664613903345018,0.08780340657836067,709.2493567576769,False,False,True,3070,0.5,50.0
7,2412,3,3.550844592690295,13.989358385291304,0.10057138661860358,856.2011745999839,False,False,True,3070,0.5,50.0
7,2833,4,2.621800403237171,10.32917788942081,0.22896469506957284,370.0881069319498,False,True,True,3070,0.5,50.0
7,1776,5,2.2694984546127426,8.941204383261377,0.20819119850371615,268.3446566430066,False,False,True,3070,0.5,50.0
8,2331,1,22.90188390602453,82.68479573334692,0.04319955780431025,1965.4978158977071,True,True,True,3071,0.5,50.0
8,546,2,7.525911486516954,27.171496306738682,0.08705270095680524,653.5713484990493,False,False,True,3071,0.5,50.0
8,2412,3,3.4279351833062774,12.376192350895288,0.11530010884587233,784.6286055105974,False,False,True,3071,0.5,50.0
8,2833,4,2.7285210406591025,9.851032597440126,0.23776887895471796,340.95646581344545,False,True,True,3071,0.5,50.0
8,1776,5,2.382182608380117,8.600614830713857,0.21800564991199298,247.7180729119791,False,False,True,3071,0.5,50.0
9,2331,1,24.40171085858586,82.0049616986051,0.04338080418587824,1842.9658992411012,True,True,True,3069,0.5,50.0
9,546,2,8.575438621708152,28.818820114593787,0.0770420239352218,611.7174832409946,False,False,True,3069,0.5,50.0
9,2412,3,3.4799094742063494,11.694665378206295,0.13019810905532128,726.9868675297797,False,False,True,3069,0.5,50.0
9,2833,4,3.0181610010540676,10.142902631951188,0.2300840719570322,319.04918865645885,False,True,True,3069,0.5,50.0
9,1776,5,2.59145094746291,8.708890820076924,0.23093653103894238,230.58077637067842,False,False,True,3069,0.5,50.0
10,2331,1,26.96178548881674,85.28578521556543,0.04230429737694271,1747.3571167094806,True,True,True,3069,0.5,50.0
10,546,2,10.584062866387088,33.479611827085485,0.06435994914142806,578.9464813282997,False,False,True,3069,0.5,50.0
10,2412,3,4.33163713023088,13.701877202230195,0.11766797002953329,684.2813690662173,False,False,True,3069,0.5,50.0
10,2833,4,3.5163213292241613,11.122862236164336,0.23100435524623092,301.8888392939194,False,True,True,3069,0.5,50.0
10,1404,5,3.0758024986894625,9.729408735839673,0.17657763341153548,64.05499930008506,False,False,True,3069,0.5,50.0
11,2331,1,28.03429157647907,83.95918844005881,0.04727151655835187,1666.348240711129,True,True,True,3072,0.5,50.0
11,546,2,11.582161007395381,34.68712009041396,0.0713396149065254,551.1318026543233,False,False,True,3072,0.5,50.0
11,2412,3,4.439377170138888,13.29537803255587,0.1267709976445844,647.8662530047357,False,False,True,3072,0.5,50.0
11,2833,4,3.675844199881065,11.008692515456543,0.23936920683018756,287.3207842257799,False,True,True,3072,0.5,50.0
11,1404,5,3.269025646391369,9.790321953098164,0.18302612700891813,61.02057046097996,False,False,True,3072,0.5,50.0
12,2331,1,31.911648178210676,88.16317982905606,0.0528934194115693,1548.2323476459592,True,True,True,3071,0.5,50.0
12,546,2,14.010392541486292,38.706893176207636,0.07110871145714336,511.17360835687657,False,False,True,3071,0.5,50.0
12,2412,3,4.8110739650974015,13.291685117203969,0.13792725674595932,594.8842438559353,False,False,True,3071,0.5,50.0
12,2833,4,4.028069337346682,11.128456899787574,0.23456560646402447,266.4305086118972,False,True,True,3071,0.5,50.0
12,1404,5,3.570820335399192,9.86520262472702,0.1895121970192842,55.945226694915554,False,False,True,3071,0.5,50.0
