model_name,target,kind,n_population_dev,n_population_test,caveat,n,prevalence,auroc,avg_precision,brier,brier_constant,brier_skill,cal_slope,cal_intercept,cal_in_large,ece,predictor,features,phase,n_folds,n_seeds,fold_stat_mean,fold_stat_sd,fold_stat,n_train,train_prevalence,auroc_lo,auroc_hi,target_mean,spearman,pearson,r2,rmse,mae,spearman_lo,spearman_hi,note
qwen2.5-7b-instruct,new_error,binary,151,276,,276.0,0.050724637681159424,0.7330970556161396,0.16195616332812365,0.04705257430527464,0.048230467898369565,0.024422188803495892,0.6215230740341422,-0.9973560941675625,0.0071100493846255955,0.015003304716556769,2_baseline,margin_pre+entropy_pre+n_tokens+benchmark,test,,121.0,,,,151.0,0.059602649006622516,0.5668669959086837,0.8789763281253444,,,,,,,,,
qwen2.5-7b-instruct,new_error,binary,151,276,,276.0,0.050724637681159424,0.6222737186477645,0.06752431521848774,0.04902669054250513,0.048230467898369565,-0.016508706608721946,0.15078012581855127,-2.511515202488532,0.010499163705077058,0.010499163705077053,3_audit_only,audit_pre,test,,121.0,,,,151.0,0.059602649006622516,0.5014930817018073,0.7416350518806745,,,,,,,,,
qwen2.5-7b-instruct,new_error,binary,151,276,,276.0,0.050724637681159424,0.7350054525627044,0.1827144573931225,0.04624911590539889,0.048230467898369565,0.04108091999326546,0.6328144205564352,-0.9613119488141869,0.006669895774862843,0.014256098638959191,4_baseline_plus_audit,margin_pre+entropy_pre+n_tokens+benchmark+audit_pre,test,,121.0,,,,151.0,0.059602649006622516,0.56642597582104,0.8842048204771417,,,,,,,,,
qwen2.5-7b-instruct,new_error,binary,151,276,,276.0,0.050724637681159424,0.7445474372955289,0.310638621238515,0.043432553300051205,0.048230467898369565,0.09947891462360359,0.7061068497598445,-0.7142928577077943,0.001444943260103193,0.016481256408854134,2b_baseline_plus_energy,margin_pre+entropy_pre+n_tokens+benchmark+planned_energy,test,,121.0,,,,151.0,0.059602649006622516,0.5834435071526294,0.8915755237905972,,,,,,,,,
qwen2.5-7b-instruct,new_error,binary,151,276,,276.0,0.050724637681159424,0.7442748091603053,0.3124120746378528,0.04332711477900852,0.048230467898369565,0.10166505391764624,0.7079096022777407,-0.7100146318405638,0.001466285843200639,0.017124771975717587,4b_baseline_audit_energy,margin_pre+entropy_pre+n_tokens+benchmark+audit_pre+planned_energy,test,,121.0,,,,151.0,0.059602649006622516,0.5828491684841876,0.8913296768153695,,,,,,,,,
qwen2.5-7b-instruct,prob_loss,continuous,248,416,,248.0,,,,,,,,,,,1_base_rate,constant (AUROC 0.5 by definition),dev_cv,5.0,100.0,,,spearman,,,,,-0.013699645161290323,,,-0.01501426261969141,0.23231654377270217,0.10468936666388311,,,
qwen2.5-7b-instruct,prob_loss,continuous,248,416,,248.0,,,,,,,,,,,2_baseline,margin_pre+entropy_pre+n_tokens+benchmark,dev_cv,5.0,100.0,0.09348259303721489,0.0687803761152294,spearman,,,,,-0.013699645161290323,0.10044356608882965,0.09849064001526865,-0.01943708166560998,0.2328221411838347,0.11983599101901478,,,
qwen2.5-7b-instruct,prob_loss,continuous,248,416,,248.0,,,,,,,,,,,3_audit_only,audit_pre,dev_cv,5.0,100.0,0.11493551694452084,0.1877076230642848,spearman,,,,,-0.013699645161290323,0.04216507856191292,-0.04426684196516181,-0.04154552761334385,0.2353331970056856,0.10755986726751841,,,
qwen2.5-7b-instruct,prob_loss,continuous,248,416,,248.0,,,,,,,,,,,4_baseline_plus_audit,margin_pre+entropy_pre+n_tokens+benchmark+audit_pre,dev_cv,5.0,100.0,0.1127154861944778,0.07301227270319363,spearman,,,,,-0.013699645161290323,0.11562142523338749,0.07730930186955956,-0.03845723279326063,0.23498404383943905,0.12147066974841741,,,
qwen2.5-7b-instruct,prob_loss,continuous,248,416,,248.0,,,,,,,,,,,2b_baseline_plus_energy,margin_pre+entropy_pre+n_tokens+benchmark+planned_energy,dev_cv,5.0,100.0,0.06795678271308522,0.07837420256142456,spearman,,,,,-0.013699645161290323,0.07229781080702592,0.08179020476058495,-0.03114940110346609,0.23415576917534828,0.1218840241091454,,,
qwen2.5-7b-instruct,prob_loss,continuous,248,416,,248.0,,,,,,,,,,,4b_baseline_audit_energy,margin_pre+entropy_pre+n_tokens+benchmark+audit_pre+planned_energy,dev_cv,5.0,100.0,0.06828451380552221,0.08376101768293727,spearman,,,,,-0.013699645161290323,0.0788246364064066,0.05606460800275763,-0.054266604963824516,0.2367659746152845,0.12371390152531578,,,
qwen2.5-7b-instruct,prob_loss,continuous,248,416,,416.0,,,,,,,,,,,1_base_rate,constant (AUROC 0.5 by definition),test,,159.0,,,,248.0,-0.013699645161290323,,,-0.03169171875,,,-0.008184826818396607,0.19968550911429028,0.0957996906792804,,,
qwen2.5-7b-instruct,prob_loss,continuous,248,416,,416.0,,,,,,,,,,,2_baseline,margin_pre+entropy_pre+n_tokens+benchmark,test,,159.0,,,,248.0,-0.013699645161290323,,,-0.03169171875,0.10068309491561422,0.1646161783324233,0.011875483118771957,0.19768891091814325,0.11008514017117935,-0.0044721542773956,0.2107125697232738,
qwen2.5-7b-instruct,prob_loss,continuous,248,416,,416.0,,,,,,,,,,,3_audit_only,audit_pre,test,,159.0,,,,248.0,-0.013699645161290323,,,-0.03169171875,-0.01614020342579644,0.039110109503577795,-0.01971599506111743,0.20082421923835342,0.10132550463251028,-0.12305178383330143,0.08894950114498641,
qwen2.5-7b-instruct,prob_loss,continuous,248,416,,416.0,,,,,,,,,,,4_baseline_plus_audit,margin_pre+entropy_pre+n_tokens+benchmark+audit_pre,test,,159.0,,,,248.0,-0.013699645161290323,,,-0.03169171875,0.08927873274604253,0.16074818775913605,0.009920127426024328,0.19788441314838956,0.11095493015976657,-0.017015786265645344,0.19879545860743067,
qwen2.5-7b-instruct,prob_loss,continuous,248,416,,416.0,,,,,,,,,,,2b_baseline_plus_energy,margin_pre+entropy_pre+n_tokens+benchmark+planned_energy,test,,159.0,,,,248.0,-0.013699645161290323,,,-0.03169171875,0.09473400753545544,0.15480547659471677,0.007479299246263116,0.19812818364988904,0.11009135888022496,-0.013373410856901032,0.20994323830233694,
qwen2.5-7b-instruct,prob_loss,continuous,248,416,,416.0,,,,,,,,,,,4b_baseline_audit_energy,margin_pre+entropy_pre+n_tokens+benchmark+audit_pre+planned_energy,test,,159.0,,,,248.0,-0.013699645161290323,,,-0.03169171875,0.08689493059912042,0.1548852399109884,0.007316693872815638,0.19814441272594507,0.11093781766927797,-0.018740704391878298,0.19788216003345707,
qwen2.5-7b-instruct,audit_cross,binary,56,108,predictor 3 is the score whose TAU crossing defines the target; partly mechanical,56.0,0.6785714285714286,0.5,0.6785714285714286,0.24112094727750336,0.2181122520716953,-0.1054901546669873,,,0.00042348955392434995,0.21809712027103317,1_base_rate,constant (AUROC 0.5 by definition),dev_cv,5.0,28.0,0.5,0.0,auroc,,,,,,,,,,,,,
qwen2.5-7b-instruct,audit_cross,binary,56,108,predictor 3 is the score whose TAU crossing defines the target; partly mechanical,56.0,0.6785714285714286,0.5745614035087719,0.7026339020274437,0.2475135278607611,0.2181122520716953,-0.13479882725433212,0.16468949871698854,0.5974472469941388,-0.031110095944707927,0.17688951148626686,2_baseline,margin_pre+entropy_pre+n_tokens+benchmark,dev_cv,5.0,28.0,0.7597222222222222,0.08636834339467642,auroc,,,,,,,,,,,,,
qwen2.5-7b-instruct,audit_cross,binary,56,108,predictor 3 is the score whose TAU crossing defines the target; partly mechanical,56.0,0.6785714285714286,0.8011695906432749,0.8718092579934686,0.20481357995131488,0.2181122520716953,0.060971687716144585,0.2904171876185021,0.48030937161711773,-0.007497534443142051,0.15194747348158494,3_audit_only,audit_pre,dev_cv,5.0,28.0,0.8666666666666667,0.14142135623730953,auroc,,,,,,,,,,,,,
qwen2.5-7b-instruct,audit_cross,binary,56,108,predictor 3 is the score whose TAU crossing defines the target; partly mechanical,56.0,0.6785714285714286,0.5833333333333334,0.7571891796159586,0.25262000609347546,0.2181122520716953,-0.15821098399569578,0.21801955727869884,0.5212892060344245,-0.019444302263696533,0.19877232342024365,4_baseline_plus_audit,margin_pre+entropy_pre+n_tokens+benchmark+audit_pre,dev_cv,5.0,28.0,0.7751736111111112,0.1431502307738337,auroc,,,,,,,,,,,,,
qwen2.5-7b-instruct,audit_cross,binary,56,108,predictor 3 is the score whose TAU crossing defines the target; partly mechanical,56.0,0.6785714285714286,0.6067251461988304,0.7287303092056057,0.24899025484832832,0.2181122520716953,-0.14156931801558392,0.18483097186371464,0.5633735414160994,-0.01505212231687636,0.2044342265648406,2b_baseline_plus_energy,margin_pre+entropy_pre+n_tokens+benchmark+planned_energy,dev_cv,5.0,28.0,0.7368055555555555,0.10892599636994463,auroc,,,,,,,,,,,,,
qwen2.5-7b-instruct,audit_cross,binary,56,108,predictor 3 is the score whose TAU crossing defines the target; partly mechanical,56.0,0.6785714285714286,0.618421052631579,0.7668131897970372,0.2552713916096469,0.2181122520716953,-0.17036704350628185,0.20842081858062037,0.5215328430773161,-0.007218953211191481,0.20790053984495782,4b_baseline_audit_energy,margin_pre+entropy_pre+n_tokens+benchmark+audit_pre+planned_energy,dev_cv,5.0,28.0,0.7465277777777778,0.08001193487363134,auroc,,,,,,,,,,,,,
qwen2.5-7b-instruct,audit_cross,binary,56,108,predictor 3 is the score whose TAU crossing defines the target; partly mechanical,108.0,0.6296296296296297,0.5,0.6296296296296297,0.23559145880574453,0.23559145880574453,0.0,,,0.048941798941799064,0.048941798941799064,1_base_rate,constant (AUROC 0.5 by definition),test,,52.0,0.5,0.0,,56.0,0.6785714285714286,,,,,,,,,,,
qwen2.5-7b-instruct,audit_cross,binary,56,108,predictor 3 is the score whose TAU crossing defines the target; partly mechanical,108.0,0.6296296296296297,0.6301470588235294,0.7263386356418574,0.23250926684287732,0.23559145880574453,0.013082783130133002,0.4561486240892709,0.13986641335478023,0.044297045013889313,0.12971079948984218,2_baseline,margin_pre+entropy_pre+n_tokens+benchmark,test,,52.0,,,,56.0,0.6785714285714286,0.48162049435158677,0.7777958152958152,,,,,,,,,
qwen2.5-7b-instruct,audit_cross,binary,56,108,predictor 3 is the score whose TAU crossing defines the target; partly mechanical,108.0,0.6296296296296297,0.7698529411764706,0.8832048400455992,0.187129863437362,0.23559145880574453,0.20570183492238248,1.7096134317961678,-0.4761991566887294,0.029702200500798748,0.08058041988429017,3_audit_only,audit_pre,test,,52.0,,,,56.0,0.6785714285714286,0.638589238347859,0.8816213654265125,,,,,,,,,
qwen2.5-7b-instruct,audit_cross,binary,56,108,predictor 3 is the score whose TAU crossing defines the target; partly mechanical,108.0,0.6296296296296297,0.75625,0.8605845338834048,0.1919292331113373,0.23559145880574453,0.18533025736900177,0.9520174929423911,-0.24116571793549219,0.04850057438825939,0.18882374860281306,4_baseline_plus_audit,margin_pre+entropy_pre+n_tokens+benchmark+audit_pre,test,,52.0,,,,56.0,0.6785714285714286,0.6206064877483596,0.8768357487922704,,,,,,,,,
qwen2.5-7b-instruct,audit_cross,binary,56,108,predictor 3 is the score whose TAU crossing defines the target; partly mechanical,108.0,0.6296296296296297,0.7051470588235295,0.7961854114999873,0.20587896522935184,0.23559145880574453,0.12611872148086634,0.6451870875848321,-0.11046570221930656,0.06973094896526666,0.1289687024666771,2b_baseline_plus_energy,margin_pre+entropy_pre+n_tokens+benchmark+planned_energy,test,,52.0,,,,56.0,0.6785714285714286,0.5566367083054813,0.8497488471673253,,,,,,,,,
qwen2.5-7b-instruct,audit_cross,binary,56,108,predictor 3 is the score whose TAU crossing defines the target; partly mechanical,108.0,0.6296296296296297,0.7897058823529411,0.8746071334219112,0.1836290688627527,0.23559145880574453,0.22056143379050552,0.9358512818480467,-0.375650232705519,0.07044119055236642,0.1129164285850047,4b_baseline_audit_energy,margin_pre+entropy_pre+n_tokens+benchmark+audit_pre+planned_energy,test,,52.0,,,,56.0,0.6785714285714286,0.6632728091236494,0.9021834515056022,,,,,,,,,
gemma-2-2b-it,new_error,binary,120,221,,120.0,0.08333333333333333,0.5,0.08333333333333333,0.07834201388888888,0.07638888888888887,-0.0255681818181821,,,0.0,0.04166666666666667,1_base_rate,constant (AUROC 0.5 by definition),dev_cv,5.0,58.0,0.5,0.0,auroc,,,,,,,,,,,,,
gemma-2-2b-it,new_error,binary,120,221,,120.0,0.08333333333333333,0.28454545454545455,0.060351073789926525,0.08814256691240882,0.07638888888888887,-0.15386633048971587,-1.2384942054017927,-5.861388842720022,0.007720831219511587,0.09796102995429125,2_baseline,margin_pre+entropy_pre+n_tokens+benchmark,dev_cv,5.0,58.0,0.3006752305665349,0.08220077421742893,auroc,,,,,,,,,,,,,
gemma-2-2b-it,new_error,binary,120,221,,120.0,0.08333333333333333,0.5313636363636364,0.1188434736848166,0.07902010492050505,0.07638888888888887,-0.03444500986843013,-5.243387821481035,-15.493433620437145,0.0010006092696456248,0.051835247070903506,3_audit_only,audit_pre,dev_cv,5.0,58.0,0.4456961893782546,0.20667297873548113,auroc,,,,,,,,,,,,,
gemma-2-2b-it,new_error,binary,120,221,,120.0,0.08333333333333333,0.25363636363636366,0.058046991008218,0.08943919791936666,0.07638888888888887,-0.17084040912625476,-1.3110260502031652,-6.073110578025079,0.00941084470876502,0.10006018521050121,4_baseline_plus_audit,margin_pre+entropy_pre+n_tokens+benchmark+audit_pre,dev_cv,5.0,58.0,0.26871784616349836,0.1088849793104256,auroc,,,,,,,,,,,,,
gemma-2-2b-it,new_error,binary,120,221,,120.0,0.08333333333333333,0.24727272727272728,0.05727970181297172,0.08920924062185809,0.07638888888888887,-0.167830059049779,-1.1824379121769113,-5.7731340960861655,0.008230489745294375,0.09859573670618768,2b_baseline_plus_energy,margin_pre+entropy_pre+n_tokens+benchmark+planned_energy,dev_cv,5.0,58.0,0.2668393955078738,0.09239817772497379,auroc,,,,,,,,,,,,,
gemma-2-2b-it,new_error,binary,120,221,,120.0,0.08333333333333333,0.22090909090909092,0.05549691698913052,0.09037506818971558,0.07638888888888887,-0.18309180175627704,-1.246880158034346,-5.960855229796748,0.009810484579860793,0.1023644993844527,4b_baseline_audit_energy,margin_pre+entropy_pre+n_tokens+benchmark+audit_pre+planned_energy,dev_cv,5.0,58.0,0.23469006838572057,0.09952023320422147,auroc,,,,,,,,,,,,,
gemma-2-2b-it,new_error,binary,120,221,,221.0,0.06787330316742081,0.5,0.06787330316742081,0.06350553041729512,0.06350553041729512,0.0,,,0.015460030165912533,0.015460030165912533,1_base_rate,constant (AUROC 0.5 by definition),test,,100.0,0.5,0.0,,120.0,0.08333333333333333,,,,,,,,,,,
gemma-2-2b-it,new_error,binary,120,221,,221.0,0.06787330316742081,0.6478964401294498,0.21807515754314546,0.06111696977114984,0.06350553041729512,0.037611852549691904,1.0582564579449971,0.016583139216098632,0.007705383245576361,0.025190483494398765,2_baseline,margin_pre+entropy_pre+n_tokens+benchmark,test,,100.0,,,,120.0,0.08333333333333333,0.4947770055889654,0.7951146788990825,,,,,,,,,
gemma-2-2b-it,new_error,binary,120,221,,221.0,0.06787330316742081,0.6224919093851132,0.10063398081262828,0.0634300427817682,0.06350553041729512,0.0011886781360755938,4.801483125775721,8.88679337746093,0.015355432662078464,0.015355432662078455,3_audit_only,audit_pre,test,,100.0,,,,120.0,0.08333333333333333,0.4771569788930396,0.7562313472124412,,,,,,,,,
