model_name,target,predictor,decline_frac,coverage,n_declined,adverse_avoided_frac,loss_remaining_rate,precision_declined,suppression_coverage
llama-3.1-8b-instruct,new_error,4_baseline_plus_audit,0.0,1.0,0,0.0,0.041666666666666664,,1.0
llama-3.1-8b-instruct,new_error,4_baseline_plus_audit,0.05,0.95,13,0.18181818181818182,0.03409090909090909,0.15384615384615385,1.0
llama-3.1-8b-instruct,new_error,4_baseline_plus_audit,0.1,0.9,26,0.18181818181818182,0.03409090909090909,0.07692307692307693,1.0
llama-3.1-8b-instruct,new_error,4_baseline_plus_audit,0.15,0.85,40,0.18181818181818182,0.03409090909090909,0.05,1.0
llama-3.1-8b-instruct,new_error,4_baseline_plus_audit,0.2,0.8,53,0.18181818181818182,0.03409090909090909,0.03773584905660377,1.0
llama-3.1-8b-instruct,new_error,4_baseline_plus_audit,0.25,0.75,66,0.36363636363636365,0.026515151515151516,0.06060606060606061,1.0
llama-3.1-8b-instruct,new_error,4_baseline_plus_audit,0.3,0.7,79,0.36363636363636365,0.026515151515151516,0.05063291139240506,1.0
llama-3.1-8b-instruct,new_error,4_baseline_plus_audit,0.35,0.65,92,0.45454545454545453,0.022727272727272728,0.05434782608695652,0.75
llama-3.1-8b-instruct,new_error,4_baseline_plus_audit,0.4,0.6,106,0.6363636363636364,0.015151515151515152,0.0660377358490566,0.5
llama-3.1-8b-instruct,new_error,4_baseline_plus_audit,0.45,0.55,119,0.8181818181818182,0.007575757575757576,0.07563025210084033,0.5
llama-3.1-8b-instruct,new_error,4_baseline_plus_audit,0.5,0.5,132,0.8181818181818182,0.007575757575757576,0.06818181818181818,0.5
llama-3.1-8b-instruct,new_error,4_baseline_plus_audit,0.55,0.44999999999999996,145,0.8181818181818182,0.007575757575757576,0.06206896551724138,0.5
llama-3.1-8b-instruct,new_error,4_baseline_plus_audit,0.6,0.4,158,0.9090909090909091,0.003787878787878788,0.06329113924050633,0.5
llama-3.1-8b-instruct,new_error,4_baseline_plus_audit,0.65,0.35,172,0.9090909090909091,0.003787878787878788,0.05813953488372093,0.25
llama-3.1-8b-instruct,new_error,4_baseline_plus_audit,0.7,0.30000000000000004,185,0.9090909090909091,0.003787878787878788,0.05405405405405406,0.25
llama-3.1-8b-instruct,new_error,4_baseline_plus_audit,0.75,0.25,198,0.9090909090909091,0.003787878787878788,0.050505050505050504,0.25
llama-3.1-8b-instruct,new_error,4_baseline_plus_audit,0.8,0.19999999999999996,211,0.9090909090909091,0.003787878787878788,0.04739336492890995,0.0
llama-3.1-8b-instruct,new_error,4_baseline_plus_audit,0.85,0.15000000000000002,224,0.9090909090909091,0.003787878787878788,0.044642857142857144,0.0
llama-3.1-8b-instruct,new_error,4_baseline_plus_audit,0.9,0.09999999999999998,238,0.9090909090909091,0.003787878787878788,0.04201680672268908,0.0
llama-3.1-8b-instruct,new_error,4_baseline_plus_audit,0.95,0.050000000000000044,251,1.0,0.0,0.043824701195219126,0.0
llama-3.1-8b-instruct,new_error,4_baseline_plus_audit,1.0,0.0,264,1.0,0.0,0.041666666666666664,0.0
llama-3.1-8b-instruct,new_error,2b_baseline_plus_energy,0.0,1.0,0,0.0,0.041666666666666664,,1.0
llama-3.1-8b-instruct,new_error,2b_baseline_plus_energy,0.05,0.95,13,0.09090909090909091,0.03787878787878788,0.07692307692307693,0.75
llama-3.1-8b-instruct,new_error,2b_baseline_plus_energy,0.1,0.9,26,0.18181818181818182,0.03409090909090909,0.07692307692307693,0.5
llama-3.1-8b-instruct,new_error,2b_baseline_plus_energy,0.15,0.85,40,0.36363636363636365,0.026515151515151516,0.1,0.5
llama-3.1-8b-instruct,new_error,2b_baseline_plus_energy,0.2,0.8,53,0.45454545454545453,0.022727272727272728,0.09433962264150944,0.5
llama-3.1-8b-instruct,new_error,2b_baseline_plus_energy,0.25,0.75,66,0.45454545454545453,0.022727272727272728,0.07575757575757576,0.5
llama-3.1-8b-instruct,new_error,2b_baseline_plus_energy,0.3,0.7,79,0.45454545454545453,0.022727272727272728,0.06329113924050633,0.25
llama-3.1-8b-instruct,new_error,2b_baseline_plus_energy,0.35,0.65,92,0.45454545454545453,0.022727272727272728,0.05434782608695652,0.0
llama-3.1-8b-instruct,new_error,2b_baseline_plus_energy,0.4,0.6,106,0.5454545454545454,0.01893939393939394,0.05660377358490566,0.0
llama-3.1-8b-instruct,new_error,2b_baseline_plus_energy,0.45,0.55,119,0.5454545454545454,0.01893939393939394,0.05042016806722689,0.0
llama-3.1-8b-instruct,new_error,2b_baseline_plus_energy,0.5,0.5,132,0.5454545454545454,0.01893939393939394,0.045454545454545456,0.0
llama-3.1-8b-instruct,new_error,2b_baseline_plus_energy,0.55,0.44999999999999996,145,0.6363636363636364,0.015151515151515152,0.04827586206896552,0.0
llama-3.1-8b-instruct,new_error,2b_baseline_plus_energy,0.6,0.4,158,0.7272727272727273,0.011363636363636364,0.05063291139240506,0.0
llama-3.1-8b-instruct,new_error,2b_baseline_plus_energy,0.65,0.35,172,0.8181818181818182,0.007575757575757576,0.05232558139534884,0.0
llama-3.1-8b-instruct,new_error,2b_baseline_plus_energy,0.7,0.30000000000000004,185,0.9090909090909091,0.003787878787878788,0.05405405405405406,0.0
llama-3.1-8b-instruct,new_error,2b_baseline_plus_energy,0.75,0.25,198,0.9090909090909091,0.003787878787878788,0.050505050505050504,0.0
llama-3.1-8b-instruct,new_error,2b_baseline_plus_energy,0.8,0.19999999999999996,211,0.9090909090909091,0.003787878787878788,0.04739336492890995,0.0
llama-3.1-8b-instruct,new_error,2b_baseline_plus_energy,0.85,0.15000000000000002,224,0.9090909090909091,0.003787878787878788,0.044642857142857144,0.0
llama-3.1-8b-instruct,new_error,2b_baseline_plus_energy,0.9,0.09999999999999998,238,1.0,0.0,0.046218487394957986,0.0
llama-3.1-8b-instruct,new_error,2b_baseline_plus_energy,0.95,0.050000000000000044,251,1.0,0.0,0.043824701195219126,0.0
llama-3.1-8b-instruct,new_error,2b_baseline_plus_energy,1.0,0.0,264,1.0,0.0,0.041666666666666664,0.0
llama-3.1-8b-instruct,new_error,4b_baseline_audit_energy,0.0,1.0,0,0.0,0.041666666666666664,,1.0
llama-3.1-8b-instruct,new_error,4b_baseline_audit_energy,0.05,0.95,13,0.09090909090909091,0.03787878787878788,0.07692307692307693,1.0
llama-3.1-8b-instruct,new_error,4b_baseline_audit_energy,0.1,0.9,26,0.18181818181818182,0.03409090909090909,0.07692307692307693,1.0
llama-3.1-8b-instruct,new_error,4b_baseline_audit_energy,0.15,0.85,40,0.18181818181818182,0.03409090909090909,0.05,1.0
llama-3.1-8b-instruct,new_error,4b_baseline_audit_energy,0.2,0.8,53,0.18181818181818182,0.03409090909090909,0.03773584905660377,1.0
llama-3.1-8b-instruct,new_error,4b_baseline_audit_energy,0.25,0.75,66,0.36363636363636365,0.026515151515151516,0.06060606060606061,1.0
llama-3.1-8b-instruct,new_error,4b_baseline_audit_energy,0.3,0.7,79,0.36363636363636365,0.026515151515151516,0.05063291139240506,1.0
llama-3.1-8b-instruct,new_error,4b_baseline_audit_energy,0.35,0.65,92,0.5454545454545454,0.01893939393939394,0.06521739130434782,0.75
llama-3.1-8b-instruct,new_error,4b_baseline_audit_energy,0.4,0.6,106,0.5454545454545454,0.01893939393939394,0.05660377358490566,0.5
llama-3.1-8b-instruct,new_error,4b_baseline_audit_energy,0.45,0.55,119,0.8181818181818182,0.007575757575757576,0.07563025210084033,0.5
llama-3.1-8b-instruct,new_error,4b_baseline_audit_energy,0.5,0.5,132,0.8181818181818182,0.007575757575757576,0.06818181818181818,0.5
llama-3.1-8b-instruct,new_error,4b_baseline_audit_energy,0.55,0.44999999999999996,145,0.8181818181818182,0.007575757575757576,0.06206896551724138,0.5
llama-3.1-8b-instruct,new_error,4b_baseline_audit_energy,0.6,0.4,158,0.8181818181818182,0.007575757575757576,0.056962025316455694,0.25
llama-3.1-8b-instruct,new_error,4b_baseline_audit_energy,0.65,0.35,172,0.9090909090909091,0.003787878787878788,0.05813953488372093,0.25
llama-3.1-8b-instruct,new_error,4b_baseline_audit_energy,0.7,0.30000000000000004,185,0.9090909090909091,0.003787878787878788,0.05405405405405406,0.25
llama-3.1-8b-instruct,new_error,4b_baseline_audit_energy,0.75,0.25,198,0.9090909090909091,0.003787878787878788,0.050505050505050504,0.0
llama-3.1-8b-instruct,new_error,4b_baseline_audit_energy,0.8,0.19999999999999996,211,0.9090909090909091,0.003787878787878788,0.04739336492890995,0.0
llama-3.1-8b-instruct,new_error,4b_baseline_audit_energy,0.85,0.15000000000000002,224,0.9090909090909091,0.003787878787878788,0.044642857142857144,0.0
llama-3.1-8b-instruct,new_error,4b_baseline_audit_energy,0.9,0.09999999999999998,238,0.9090909090909091,0.003787878787878788,0.04201680672268908,0.0
llama-3.1-8b-instruct,new_error,4b_baseline_audit_energy,0.95,0.050000000000000044,251,1.0,0.0,0.043824701195219126,0.0
llama-3.1-8b-instruct,new_error,4b_baseline_audit_energy,1.0,0.0,264,1.0,0.0,0.041666666666666664,0.0
llama-3.1-8b-instruct,new_error,random_order_expected,0.0,1.0,0,0.0,0.041666666666666664,,1.0
llama-3.1-8b-instruct,new_error,random_order_expected,0.05,0.95,13,0.05,0.03958333333333333,0.041666666666666664,0.95
llama-3.1-8b-instruct,new_error,random_order_expected,0.1,0.9,26,0.1,0.0375,0.041666666666666664,0.9
llama-3.1-8b-instruct,new_error,random_order_expected,0.15,0.85,40,0.15,0.035416666666666666,0.041666666666666664,0.85
llama-3.1-8b-instruct,new_error,random_order_expected,0.2,0.8,53,0.2,0.03333333333333333,0.041666666666666664,0.8
llama-3.1-8b-instruct,new_error,random_order_expected,0.25,0.75,66,0.25,0.03125,0.041666666666666664,0.75
llama-3.1-8b-instruct,new_error,random_order_expected,0.3,0.7,79,0.3,0.029166666666666664,0.041666666666666664,0.7
llama-3.1-8b-instruct,new_error,random_order_expected,0.35,0.65,92,0.35,0.027083333333333334,0.041666666666666664,0.65
llama-3.1-8b-instruct,new_error,random_order_expected,0.4,0.6,106,0.4,0.024999999999999998,0.041666666666666664,0.6
llama-3.1-8b-instruct,new_error,random_order_expected,0.45,0.55,119,0.45,0.02291666666666667,0.041666666666666664,0.55
llama-3.1-8b-instruct,new_error,random_order_expected,0.5,0.5,132,0.5,0.020833333333333332,0.041666666666666664,0.5
llama-3.1-8b-instruct,new_error,random_order_expected,0.55,0.44999999999999996,145,0.55,0.018749999999999996,0.041666666666666664,0.44999999999999996
llama-3.1-8b-instruct,new_error,random_order_expected,0.6,0.4,158,0.6,0.016666666666666666,0.041666666666666664,0.4
llama-3.1-8b-instruct,new_error,random_order_expected,0.65,0.35,172,0.65,0.014583333333333332,0.041666666666666664,0.35
llama-3.1-8b-instruct,new_error,random_order_expected,0.7,0.30000000000000004,185,0.7,0.0125,0.041666666666666664,0.30000000000000004
llama-3.1-8b-instruct,new_error,random_order_expected,0.75,0.25,198,0.75,0.010416666666666666,0.041666666666666664,0.25
llama-3.1-8b-instruct,new_error,random_order_expected,0.8,0.19999999999999996,211,0.8,0.008333333333333331,0.041666666666666664,0.19999999999999996
llama-3.1-8b-instruct,new_error,random_order_expected,0.85,0.15000000000000002,224,0.85,0.00625,0.041666666666666664,0.15000000000000002
llama-3.1-8b-instruct,new_error,random_order_expected,0.9,0.09999999999999998,238,0.9,0.004166666666666666,0.041666666666666664,0.09999999999999998
