model_name,phase,account,condition,n_items,n_seeds,n_prompts_scored,absC_mean,absC_mean_lo,absC_mean_hi,absC_change_vs_unedited,absC_change_vs_unedited_lo,absC_change_vs_unedited_hi,opt_acc,opt_acc_lo,opt_acc_hi,acc_loss_vs_unedited,acc_loss_vs_unedited_lo,acc_loss_vs_unedited_hi,n_paired_prompts,p_gold_mean,p_gold_loss_vs_unedited,p_gold_loss_vs_unedited_lo,p_gold_loss_vs_unedited_hi,energy_total_A_mean,energy_audit_mean,alpha,sec_mean,restore_mode,n_coords,removed_energy_A_mean,restored_energy_A_mean
phi-4-mini-instruct,dev,massive,unedited,3,3,6,0.5,0.125,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,-0.0,-0.0,-0.0,6,0.6144083903876543,-0.0,-0.0,-0.0,,,0.0,0.47310590744018555,none,0,,
phi-4-mini-instruct,dev,massive,erased,3,3,6,0.4583333333333333,0.125,1.0,-0.041666666666666664,-0.25,0.125,0.6666666666666666,0.0,1.0,-0.0,-0.0,-0.0,6,0.6171667193376574,-0.0027583289500031764,-0.01443139167268768,0.004633169197115206,0.0198643917530132,0.007158852933866071,1.0,0.6147287686665853,none,0,,
phi-4-mini-instruct,dev,massive,restore_massive,3,3,6,0.375,0.125,0.75,-0.125,-0.25,0.0,0.6666666666666666,0.0,1.0,-0.0,-0.0,-0.0,6,0.6068709757028462,0.007537414684807981,0.0005662431017203519,0.015150396123134069,0.019375055185019422,0.007047749856234262,1.0,0.8359344800313314,massive,2,0.019860962549767446,0.0004856897264140802
phi-4-mini-instruct,dev,massive,erase_massive_only,3,3,6,0.4583333333333333,0.125,0.875,-0.041666666666666664,-0.125,0.0,0.6666666666666666,0.0,1.0,-0.0,-0.0,-0.0,6,0.6234397554742525,-0.009031365086598117,-0.030089128680313673,0.004971959278544491,0.0012690382568726333,0.0010735173484340346,1.0,0.8334892590840658,complement,2,0.02802547318254028,0.026758954428643424
phi-4-mini-instruct,dev,massive,restore_all,3,3,6,0.5,0.25,0.875,0.0,-0.125,0.25,0.6666666666666666,0.0,1.0,-0.0,-0.0,-0.0,6,0.6143976445792587,1.074580839555602e-05,-0.0022623319997790436,0.002808373825132382,8.580528252910441e-07,1.1451846778697682e-06,1.0,0.8281355698903402,all,3072,0.040972125818438745,0.040972125818438745
phi-4-mini-instruct,dev,massive,restore_random_1,3,3,6,0.5416666666666666,0.25,0.875,0.041666666666666664,-0.125,0.125,0.6666666666666666,0.0,1.0,-0.0,-0.0,-0.0,6,0.6170264121471273,-0.0026180217594729883,-0.016426282875703014,0.0048136191372876724,0.01976051735219184,0.007140606553068589,1.0,0.8379026254018148,random,2,0.019762753590139136,5.183201597555521e-06
phi-4-mini-instruct,dev,massive,restore_equal_energy_1,3,3,6,0.4166666666666667,0.125,0.875,-0.08333333333333333,-0.125,0.0,0.6666666666666666,0.0,1.0,-0.0,-0.0,-0.0,6,0.6106411462593735,0.0037672441282807245,-0.0026125903473299614,0.009133760821717463,0.01984481996212877,0.007378643131421871,1.0,0.8997077147165934,equal_energy,2,0.019449537804029565,0.00047270258247221085
phi-4-mini-instruct,test,massive,unedited,2,2,4,0.1875,0.125,0.25,0.0,0.0,0.0,0.25,0.0,0.5,-0.0,-0.0,-0.0,4,0.43045024932741377,-0.0,-0.0,-0.0,,,0.0,0.7918447256088257,none,0,,
phi-4-mini-instruct,test,massive,erased,2,2,4,0.4375,0.375,0.5,0.25,0.125,0.375,0.5,0.5,0.5,-0.25,-0.5,-0.0,4,0.43737409763767254,-0.006923848310258796,-0.013694945056196312,-0.00015275156432128107,0.019857866354681578,0.008164538944744427,1.0,0.6641223430633545,none,0,,
phi-4-mini-instruct,test,massive,restore_massive,2,2,4,0.25,0.125,0.375,0.0625,-0.125,0.25,0.5,0.5,0.5,-0.25,-0.5,-0.0,4,0.4312476787930506,-0.0007974294656368326,-0.011866657645735301,0.010271798714461636,0.019394464636644605,0.007943540506933383,1.0,0.8174635171890259,massive,2,0.01986616889144304,0.00047893419687381313
phi-4-mini-instruct,test,massive,erase_massive_only,2,2,4,0.3125,0.25,0.375,0.125,0.0,0.25,0.5,0.5,0.5,-0.25,-0.5,-0.0,4,0.45965882358172017,-0.029208574254306376,-0.058582364757391786,0.0001652162487790351,0.0008007003069577595,0.0013249923160352966,1.0,0.8276745080947876,complement,2,0.01801956663126304,0.017222463113510823
phi-4-mini-instruct,test,massive,restore_all,2,2,4,0.4375,0.125,0.75,0.25,-0.125,0.625,0.5,0.5,0.5,-0.25,-0.5,-0.0,4,0.4444834603546485,-0.014033211027234687,-0.027995553173929932,-7.086888053944295e-05,9.532614500142554e-07,1.0877079085828155e-06,1.0,0.8335578441619873,all,3072,0.02790866949141308,0.02790866949141308
phi-4-mini-instruct,test,massive,restore_random_1,2,2,4,0.5,0.375,0.625,0.3125,0.125,0.5,0.5,0.5,0.5,-0.25,-0.5,-0.0,4,0.42945872920062755,0.0009915201267861927,-0.011286878657201682,0.013269918910774068,0.019850113417759933,0.008153685424050185,1.0,0.8401244878768921,random,2,0.019844208110874336,4.583128336115103e-06
phi-4-mini-instruct,test,massive,restore_equal_energy_1,2,2,4,0.4375,0.25,0.625,0.25,0.0,0.5,0.5,0.5,0.5,-0.25,-0.5,-0.0,4,0.44955857369076324,-0.019108324363349503,-0.04137510877133138,0.0031584600446323743,0.020068536473818593,0.008392311773255948,1.0,0.9061459302902222,equal_energy,2,0.019670398884216553,0.0004700909659183684
