model_name,phase,condition,alpha,energy_total_A_mean,targeted_energy,ratio_to_targeted,matching_target_energy,relative_error,feasible_as_saved,feasible_recomputed_5pct,relabel,absC_change_vs_unedited,absC_change_lo,absC_change_hi,acc_change_vs_unedited
llama-3.1-8b-instruct,test,random_3_matched,1.0,0.0003236617846068,0.0095529367487341,0.03388086754051729,0.0095529367487341,-0.9661191324594827,True,False,"rank-matched random control, achieved energy 3.4% of the targeted edit",-0.0057088375091552,-0.0184045779705047,0.0074100863933562,0.0126582278481012
llama-3.1-8b-instruct,test,targeted_at_random_3_energy,0.1407308709667077,0.0004541117684606,0.0095529367487341,0.04753635247514606,0.0003071601150516,0.47842036191552256,True,False,targeted edit scaled towards the random_3 energy; achieved 148% of that target,-0.0262464046478271,-0.0430495083332061,-0.0096529829502106,0.0253164556962025
llama-3.1-8b-instruct,test,neutral_matched,1.0,0.0015388136432785,0.0095529367487341,0.16108278362488002,0.0095529367487341,-0.83891721637512,True,False,"rank-matched random control, achieved energy 16.1% of the targeted edit",-0.0073256969451904,-0.0208113002777099,0.0059321284294128,0.0158227848101265
llama-3.1-8b-instruct,test,targeted_at_neutral_energy,0.3485077842072854,0.0014921558490043,0.0095529367487341,0.15619865265014257,0.0012775245803463,0.1680055882758981,True,False,targeted edit scaled towards the neutral energy; achieved 117% of that target,-0.0308156490325927,-0.0526876425743103,-0.0097320449352264,0.0822784810126582
phi-4-mini-instruct,dev,targeted,1.0,0.0405431468980712,0.0405431468980712,1.0,,,True,False,targeted,-0.1447916666666666,-0.2281510416666666,-0.0655989583333334,0.1196581196581196
phi-4-mini-instruct,dev,random_1_matched,1.0,0.0006585574503993,0.0405431468980712,0.016243372820934878,0.0405431468980712,-0.9837566271790652,True,False,"rank-matched random control, achieved energy 1.6% of the targeted edit",0.009375,-0.0364583333333333,0.0562760416666665,-0.0085470085470085
phi-4-mini-instruct,dev,targeted_at_random_1_energy,0.1057305142246786,0.0006596585078548,0.0405431468980712,0.01627053049219972,0.0006394046439796,0.03167612882687511,True,True,targeted edit scaled towards the random_1 energy; achieved 103% of that target,-0.0697916666666666,-0.1291666666666666,-0.0114583333333333,0.017094017094017
phi-4-mini-instruct,dev,random_2_matched,1.0,0.0002979214727551,0.0405431468980712,0.007348257240714418,0.0405431468980712,-0.9926517427592856,True,False,"rank-matched random control, achieved energy 0.7% of the targeted edit",-0.0052083333333333,-0.0479166666666666,0.0385416666666666,0.0
phi-4-mini-instruct,dev,targeted_at_random_2_energy,0.0603411749109924,0.0002774436974271,0.0405431468980712,0.00684317125467878,0.0003070749522788,-0.09649518670216099,True,False,targeted edit scaled towards the random_2 energy; achieved 90% of that target,-0.059375,-0.1135416666666666,-0.0083072916666668,0.0085470085470085
phi-4-mini-instruct,dev,random_3_matched,1.0,0.0002633589960386,0.0405431468980712,0.0064957709548473415,0.0405431468980712,-0.9935042290451527,True,False,"rank-matched random control, achieved energy 0.6% of the targeted edit",-0.0239583333333333,-0.075,0.0260416666666666,0.0
phi-4-mini-instruct,dev,targeted_at_random_3_energy,0.0558875130393964,0.0002456926121021,0.0405431468980712,0.006060028165050715,0.0002634185999511,-0.06729208891206076,True,False,targeted edit scaled towards the random_3 energy; achieved 93% of that target,-0.046875,-0.0958333333333333,0.0021093749999998,0.017094017094017
phi-4-mini-instruct,dev,neutral_matched,1.0,0.004331389524913,0.0405431468980712,0.10683407323566838,0.0405431468980712,-0.8931659267643316,True,False,"rank-matched random control, achieved energy 10.7% of the targeted edit",-0.0697916666666666,-0.1385677083333333,-0.0020833333333333,0.0
phi-4-mini-instruct,dev,targeted_at_neutral_energy,0.3416524773673709,0.0047888610674986,0.0405431468980712,0.11811764586350905,0.004823720073336,-0.007226581415884704,True,True,targeted edit scaled towards the neutral energy; achieved 99% of that target,-0.1395833333333333,-0.2208333333333333,-0.0645833333333333,0.0769230769230769
phi-4-mini-instruct,test,targeted,1.0,0.0403217513294656,0.0403217513294656,1.0,,,True,False,targeted,-0.112890625,-0.1632910156249999,-0.059365234375,0.0977917981072555
phi-4-mini-instruct,test,random_1_matched,1.0,0.0006496539503378,0.0403217513294656,0.016111749339197422,0.0403217513294656,-0.9838882506608025,True,False,"rank-matched random control, achieved energy 1.6% of the targeted edit",0.0015625,-0.025009765625,0.03125,-0.0031545741324921
phi-4-mini-instruct,test,targeted_at_random_1_energy,0.1057305142246786,0.0006774089765528,0.0403217513294656,0.016800088146413802,0.0006394046439796,0.05943706060166263,True,False,targeted edit scaled towards the random_1 energy; achieved 106% of that target,-0.03359375,-0.06875,0.002734375,0.028391167192429
phi-4-mini-instruct,test,random_2_matched,1.0,0.0002890192709312,0.0403217513294656,0.007167825339967209,0.0403217513294656,-0.9928321746600327,True,False,"rank-matched random control, achieved energy 0.7% of the targeted edit",0.00078125,-0.02578125,0.0281347656249999,-0.0031545741324921
phi-4-mini-instruct,test,targeted_at_random_2_energy,0.0603411749109924,0.0002765172773219,0.0403217513294656,0.006857769521529481,0.0003070749522788,-0.09951210520471247,True,False,targeted edit scaled towards the random_2 energy; achieved 90% of that target,-0.019921875,-0.051962890625,0.012890625,0.0189274447949526
phi-4-mini-instruct,test,random_3_matched,1.0,0.0002677538094069,0.0403217513294656,0.0066404310472307215,0.0403217513294656,-0.9933595689527693,True,False,"rank-matched random control, achieved energy 0.7% of the targeted edit",-0.00546875,-0.034765625,0.0246191406249999,0.0
phi-4-mini-instruct,test,targeted_at_random_3_energy,0.0558875130393964,0.0002442432441843,0.0403217513294656,0.00605735703761003,0.0002634185999511,-0.07279423613351384,True,False,targeted edit scaled towards the random_3 energy; achieved 93% of that target,-0.02734375,-0.056640625,0.0015625,0.0
phi-4-mini-instruct,test,neutral_matched,1.0,0.0041278662281027,0.0403217513294656,0.10237318796929866,0.0403217513294656,-0.8976268120307014,True,False,"rank-matched random control, achieved energy 10.2% of the targeted edit",-0.03125,-0.066015625,0.0035253906249999,0.0063091482649842
phi-4-mini-instruct,test,targeted_at_neutral_energy,0.3416524773673709,0.0047799606286276,0.0403217513294656,0.11854546171794347,0.004823720073336,-0.009071721418970353,True,True,targeted edit scaled towards the neutral energy; achieved 99% of that target,-0.072265625,-0.116796875,-0.02890625,0.085173501577287
qwen2.5-7b-instruct,dev,targeted,1.0,0.0237278977641423,0.0237278977641423,1.0,,,True,False,targeted,-0.0927271525065104,-0.2038507080078125,-0.0009520975748697,0.0
qwen2.5-7b-instruct,dev,random_1_matched,1.0,0.0004775146355947,0.0237278977641423,0.02012460776513974,0.0237278977641423,-0.9798753922348602,True,False,"rank-matched random control, achieved energy 2.0% of the targeted edit",-0.0348846435546875,-0.0714262008666992,0.0046520487467447,0.0085470085470085
qwen2.5-7b-instruct,dev,targeted_at_random_1_energy,0.107059857789041,0.0007735251431157,0.0237278977641423,0.03259981776744902,0.000490213366564,0.5779356416523009,True,False,targeted edit scaled towards the random_1 energy; achieved 158% of that target,-0.0120925903320312,-0.0790169016520182,0.0529176839192707,-0.017094017094017
qwen2.5-7b-instruct,dev,random_2_matched,1.0,0.000237793158096,0.0237278977641423,0.010021669869774727,0.0237278977641423,-0.9899783301302252,True,False,"rank-matched random control, achieved energy 1.0% of the targeted edit",-0.006018575032552,-0.0372274525960286,0.0245954895019531,0.0
qwen2.5-7b-instruct,dev,targeted_at_random_2_energy,0.0761288271173001,0.0004900786747373,0.0237278977641423,0.02065411270769672,0.000247873501837,0.9771321706649088,True,False,targeted edit scaled towards the random_2 energy; achieved 198% of that target,-0.0029769897460937,-0.0565438588460286,0.0484609985351562,-0.0085470085470085
qwen2.5-7b-instruct,dev,random_3_matched,1.0,0.0002133572439759,0.0237278977641423,0.008991830886018331,0.0237278977641423,-0.9910081691139817,True,False,"rank-matched random control, achieved energy 0.9% of the targeted edit",-0.0128382364908854,-0.0441862487792968,0.019511858622233,0.0085470085470085
qwen2.5-7b-instruct,dev,targeted_at_random_3_energy,0.0706029409640668,0.0004403883170757,0.0237278977641423,0.018559938240344947,0.0002131951931246,1.0656578163013226,True,False,targeted edit scaled towards the random_3 energy; achieved 207% of that target,-0.001331075032552,-0.0524524052937825,0.0506831995646158,-0.0085470085470085
qwen2.5-7b-instruct,dev,neutral_matched,1.0,0.0087166624001916,0.0237278977641423,0.3673592362389667,0.0237278977641423,-0.6326407637610333,True,False,"rank-matched random control, achieved energy 36.7% of the targeted edit",0.0085479736328125,-0.0260843149820963,0.0435585403442382,0.017094017094017
qwen2.5-7b-instruct,dev,targeted_at_neutral_energy,0.6357012889062155,0.0093197450837766,0.0237278977641423,0.3927758445529312,0.0084690381375485,0.100449063094472,True,False,targeted edit scaled towards the neutral energy; achieved 110% of that target,-0.084277852376302,-0.1711303456624349,-0.0068704477945964,0.0085470085470085
qwen2.5-7b-instruct,test,targeted,1.0,0.0244925344695169,0.0244925344695169,1.0,,,True,False,targeted,-0.0758014678955078,-0.1456663608551025,-0.0044759082794189,0.0189873417721519
qwen2.5-7b-instruct,test,random_1_matched,1.0,0.0005247595864978,0.0244925344695169,0.021425287250321483,0.0244925344695169,-0.9785747127496784,True,False,"rank-matched random control, achieved energy 2.1% of the targeted edit",-0.0116065979003906,-0.0366290855407714,0.0126548671722412,-0.0094936708860759
qwen2.5-7b-instruct,test,targeted_at_random_1_energy,0.107059857789041,0.0007784913785136,0.0244925344695169,0.03178484364215147,0.000490213366564,0.588066404574392,True,False,targeted edit scaled towards the random_1 energy; achieved 159% of that target,0.0037036895751953,-0.0303096485137939,0.0410223293304443,0.0
qwen2.5-7b-instruct,test,random_2_matched,1.0,0.000234433344074,0.0244925344695169,0.009571624544032908,0.0244925344695169,-0.9904283754559671,True,False,"rank-matched random control, achieved energy 1.0% of the targeted edit",-0.0157745361328125,-0.0366332149505615,0.0046169662475585,-0.0063291139240506
qwen2.5-7b-instruct,test,targeted_at_random_2_energy,0.0761288271173001,0.0004896904097699,0.0244925344695169,0.01999345598061166,0.000247873501837,0.9755657871486288,True,False,targeted edit scaled towards the random_2 energy; achieved 198% of that target,0.0146377563476562,-0.0188941383361816,0.0514186573028564,-0.0094936708860759
qwen2.5-7b-instruct,test,random_3_matched,1.0,0.0002080591679872,0.0244925344695169,0.008494799435564653,0.0244925344695169,-0.9915052005644354,True,False,"rank-matched random control, achieved energy 0.8% of the targeted edit",-0.0066444396972656,-0.0285114669799804,0.0136803817749022,0.0
qwen2.5-7b-instruct,test,targeted_at_random_3_energy,0.0706029409640668,0.0004393665505276,0.0244925344695169,0.017938794822333723,0.0002131951931246,1.0608651822220785,True,False,targeted edit scaled towards the random_3 energy; achieved 206% of that target,-0.0011724948883056,-0.0311521339416503,0.028351240158081,-0.0094936708860759
qwen2.5-7b-instruct,test,neutral_matched,1.0,0.0077517201895331,0.0244925344695169,0.3164931828178416,0.0244925344695169,-0.6835068171821583,True,False,"rank-matched random control, achieved energy 31.6% of the targeted edit",-0.003262710571289,-0.0304655361175537,0.0248859691619872,0.0031645569620253
qwen2.5-7b-instruct,test,targeted_at_neutral_energy,0.6357012889062155,0.0096950121821705,0.0244925344695169,0.39583540013945023,0.0084690381375485,0.14475953758981158,True,False,targeted edit scaled towards the neutral energy; achieved 114% of that target,-0.0614761352539062,-0.1231289863586425,-0.0016842174530029,0.0284810126582278
