model_name,phase,condition,alpha,energy_total_A_mean,targeted_energy,ratio_to_targeted,matching_target_energy,relative_error,feasible_as_saved,feasible_recomputed_5pct,relabel,absC_change_vs_unedited,absC_change_lo,absC_change_hi,acc_change_vs_unedited
gemma-2-2b-it,dev,targeted,1.0,0.0143977644157209,0.0143977644157209,1.0,,,True,False,targeted,-0.1876708984375,-0.3073244222005208,-0.0761098225911458,0.146551724137931
gemma-2-2b-it,dev,random_1_matched,1.0,0.0004742866878773,0.0143977644157209,0.032941689708398544,0.0143977644157209,-0.9670583102916015,True,False,"rank-matched random control, achieved energy 3.3% of the targeted edit",0.0056396484375,-0.0430096435546875,0.0534163411458332,-0.0086206896551724
gemma-2-2b-it,dev,targeted_at_random_1_energy,0.1159539009080868,0.0006916867099847,0.0143977644157209,0.048041257657296305,0.0004422188354623,0.5641276547200975,True,False,targeted edit scaled towards the random_1 energy; achieved 156% of that target,0.0268880208333333,-0.0504429117838541,0.1016532389322916,-0.0517241379310344
gemma-2-2b-it,dev,random_2_matched,1.0,0.0004926659209597,0.0143977644157209,0.034218223519601326,0.0143977644157209,-0.9657817764803986,True,False,"rank-matched random control, achieved energy 3.4% of the targeted edit",-0.02232666015625,-0.0659560139973958,0.0205213419596353,0.0
gemma-2-2b-it,dev,targeted_at_random_2_energy,0.1230594896681734,0.0007410439877379,0.0143977644157209,0.05146937860219153,0.0004980772764972,0.4878092671671317,True,False,targeted edit scaled towards the random_2 energy; achieved 149% of that target,-0.01995849609375,-0.0984456380208333,0.0553033447265624,-0.0517241379310344
gemma-2-2b-it,dev,random_3_matched,1.0,0.0003122832103216,0.0143977644157209,0.021689701352566815,0.0143977644157209,-0.9783102986474331,True,False,"rank-matched random control, achieved energy 2.2% of the targeted edit",-0.0342676798502604,-0.0752394612630208,0.009088274637858,0.0086206896551724
gemma-2-2b-it,dev,targeted_at_random_3_energy,0.0978647370747784,0.0005656797797608,0.0143977644157209,0.039289417678145575,0.0003150061091547,0.795773997141731,True,False,targeted edit scaled towards the random_3 energy; achieved 180% of that target,0.026177978515625,-0.0557771809895833,0.1174236551920572,-0.0603448275862069
gemma-2-2b-it,dev,neutral_matched,1.0,0.0086832028403742,0.0143977644157209,0.6030938269064204,0.0143977644157209,-0.3969061730935796,True,False,"rank-matched random control, achieved energy 60.3% of the targeted edit",0.0017008463541666,-0.0591770426432291,0.0583382161458333,-0.0344827586206896
gemma-2-2b-it,dev,targeted_at_neutral_energy,0.7403859572468737,0.0082443901901115,0.0143977644157209,0.5726159945435321,0.0088344381615698,-0.06678952986790196,True,False,targeted edit scaled towards the neutral energy; achieved 93% of that target,-0.1424072265625,-0.2612998453776041,-0.03090576171875,0.1034482758620689
gemma-2-2b-it,test,targeted,1.0,0.0135586932994374,0.0135586932994374,1.0,,,True,False,targeted,-0.114178466796875,-0.186120376586914,-0.0436518859863282,0.1329113924050632
gemma-2-2b-it,test,random_1_matched,1.0,0.0004815823139254,0.0135586932994374,0.035518342607940144,0.0135586932994374,-0.9644816573920598,True,False,"rank-matched random control, achieved energy 3.6% of the targeted edit",0.005877685546875,-0.0245021057128906,0.0383122253417968,0.0063291139240506
gemma-2-2b-it,test,targeted_at_random_1_energy,0.1159539009080868,0.0007284190737185,0.0135586932994374,0.05372339779591627,0.0004422188354623,0.6471914249355827,True,False,targeted edit scaled towards the random_1 energy; achieved 165% of that target,-0.0232147216796875,-0.0641308212280273,0.0193682861328124,0.0094936708860759
gemma-2-2b-it,test,random_2_matched,1.0,0.0004977134011597,0.0135586932994374,0.03670806545792668,0.0135586932994374,-0.9632919345420734,True,False,"rank-matched random control, achieved energy 3.7% of the targeted edit",-0.0148117065429687,-0.045990982055664,0.0134724044799804,0.0
gemma-2-2b-it,test,targeted_at_random_2_energy,0.1230594896681734,0.0007804544967352,0.0135586932994374,0.057561188198540045,0.0004980772764972,0.5669345572716314,True,False,targeted edit scaled towards the random_2 energy; achieved 157% of that target,-0.0450654983520507,-0.0900554418563842,5.874156951898887e-05,0.0063291139240506
gemma-2-2b-it,test,random_3_matched,1.0,0.0003169986627994,0.0135586932994374,0.02337973548030277,0.0135586932994374,-0.9766202645196973,True,False,"rank-matched random control, achieved energy 2.3% of the targeted edit",-0.0073888421058654,-0.0393306890130043,0.0239605712890624,-0.0031645569620253
gemma-2-2b-it,test,targeted_at_random_3_energy,0.0978647370747784,0.0005961281642775,0.0135586932994374,0.04396649080499782,0.0003150061091547,0.8924336606587544,True,False,targeted edit scaled towards the random_3 energy; achieved 189% of that target,-0.0267131805419921,-0.0695723724365234,0.0140551471710204,0.0031645569620253
gemma-2-2b-it,test,neutral_matched,1.0,0.0085564016428969,0.0135586932994374,0.6310638830699073,0.0135586932994374,-0.3689361169300926,True,False,"rank-matched random control, achieved energy 63.1% of the targeted edit",-0.0187423706054687,-0.0529862976074218,0.0162251281738281,-0.0063291139240506
gemma-2-2b-it,test,targeted_at_neutral_energy,0.7403859572468737,0.0078529227553686,0.0135586932994374,0.5791799092980771,0.0088344381615698,-0.1111010556925777,True,False,targeted edit scaled towards the neutral energy; achieved 89% of that target,-0.0871922016143798,-0.1633003151416778,-0.0140515792369842,0.1075949367088607
llama-3.1-8b-instruct,dev,targeted,1.0,0.0085105286294981,0.0085105286294981,1.0,,,True,False,targeted,-0.0089747111002604,-0.0396918106079101,0.0250893783569335,0.1478260869565217
llama-3.1-8b-instruct,dev,random_1_matched,1.0,0.0002869957305891,0.0085105286294981,0.03372243289263517,0.0085105286294981,-0.9662775671073649,True,False,"rank-matched random control, achieved energy 3.4% of the targeted edit",-0.0053464253743489,-0.0248689651489257,0.0138502184549967,0.008695652173913
llama-3.1-8b-instruct,dev,targeted_at_random_1_energy,0.1356742183849495,0.0003932477260546,0.0085105286294981,0.046207203239006255,0.000285483312472,0.3774806052566364,True,False,targeted edit scaled towards the random_1 energy; achieved 138% of that target,-0.0191248575846354,-0.0424564615885416,0.004521993001302,0.0347826086956521
llama-3.1-8b-instruct,dev,random_2_matched,1.0,0.0002509806384536,0.0085105286294981,0.029490605035236376,0.0085105286294981,-0.9705093949647636,True,False,"rank-matched random control, achieved energy 2.9% of the targeted edit",0.0006139834721883,-0.0218134925762812,0.0224370018641153,0.008695652173913
llama-3.1-8b-instruct,dev,targeted_at_random_2_energy,0.1272878068361861,0.0003680292254103,0.0085105286294981,0.04324399122925037,0.0002512810152035,0.46461213996708606,True,False,targeted edit scaled towards the random_2 energy; achieved 146% of that target,-0.0218195597330729,-0.0422442881266276,-0.00065247853597,0.0260869565217391
llama-3.1-8b-instruct,dev,random_3_matched,1.0,0.0003052599718891,0.0085105286294981,0.035868508899793504,0.0085105286294981,-0.9641314911002066,True,False,"rank-matched random control, achieved energy 3.6% of the targeted edit",0.0072962443033854,-0.0165639495849609,0.0315382639567057,0.008695652173913
llama-3.1-8b-instruct,dev,targeted_at_random_3_energy,0.1407308709667077,0.0004084501131725,0.0085105286294981,0.04799350674372715,0.0003071601150516,0.32976286033713803,True,False,targeted edit scaled towards the random_3 energy; achieved 133% of that target,-0.0182306925455729,-0.0419188054402669,0.006254399617513,0.0260869565217391
llama-3.1-8b-instruct,dev,neutral_matched,1.0,0.0011641902674963,0.0085105286294981,0.13679411916448214,0.0085105286294981,-0.8632058808355179,True,False,"rank-matched random control, achieved energy 13.7% of the targeted edit",-0.0009638468424479,-0.0215308125813802,0.019340591430664,0.0347826086956521
llama-3.1-8b-instruct,dev,targeted_at_neutral_energy,0.3485077842072854,0.0012913931425021,0.0085105286294981,0.15174064957916236,0.0012775245803463,0.010855808466746386,True,True,targeted edit scaled towards the neutral energy; achieved 101% of that target,-0.0122919718424479,-0.0413653310139974,0.0168727238972981,0.0869565217391304
llama-3.1-8b-instruct,test,targeted,1.0,0.0095529367487341,0.0095529367487341,1.0,,,True,False,targeted,-0.0444350242614746,-0.0719029712677002,-0.0185254502296447,0.1518987341772152
llama-3.1-8b-instruct,test,random_1_matched,1.0,0.0002783831961702,0.0095529367487341,0.02914111162801216,0.0095529367487341,-0.9708588883719879,True,False,"rank-matched random control, achieved energy 2.9% of the targeted edit",-0.0033263683319091,-0.0153739821910858,0.0093309009075164,-0.0031645569620253
llama-3.1-8b-instruct,test,targeted_at_random_1_energy,0.1356742183849495,0.0004368781678255,0.0095529367487341,0.045732341720297956,0.000285483312472,0.5303107002737637,True,False,targeted edit scaled towards the random_1 energy; achieved 153% of that target,-0.021868085861206,-0.0387078475952148,-0.0059419345855712,0.0221518987341772
llama-3.1-8b-instruct,test,random_2_matched,1.0,0.0002694969979652,0.0095529367487341,0.028210905719742378,0.0095529367487341,-0.9717890942802577,True,False,"rank-matched random control, achieved energy 2.8% of the targeted edit",-0.0078906536102294,-0.0230688750743865,0.0057542693614959,0.0126582278481012
llama-3.1-8b-instruct,test,targeted_at_random_2_energy,0.1272878068361861,0.0004082474082525,0.0095529367487341,0.042735278060602525,0.0002512810152035,0.6246647520182961,True,False,targeted edit scaled towards the random_2 energy; achieved 162% of that target,-0.0179354190826416,-0.0352040696144103,-0.0015794026851654,0.0316455696202531
