model_name,phase,cond_id,condition,rank,alpha,pair_type,stratum,label,n_seeds,n_items,n_audit,absC_pre_mean,absC_post_mean,W,L,U,D,D_lo,D_hi,R,R_lo,R_hi,X_den,X_num,X_reverse_num,X_reverse_den,X,X_lo,X_hi,energy_audit_mean,energy_gen_mean,opt_acc,opt_acc_pre,d_opt_acc,d_opt_acc_lo,d_opt_acc_hi,gen_acc_attempted,gen_acc_attempted_pre,d_gen_acc_attempted,d_gen_acc_attempted_lo,d_gen_acc_attempted_hi,validity,validity_pre,d_validity,d_validity_lo,d_validity_hi,gen_acc_usable,gen_acc_usable_n,gen_acc_usable_pre,flip_attempted_num,flip_attempted_den,flip_attempted,flip_usable_den,flip_usable
gemma-2-2b-it,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,demographic,pooled,exploratory,2,2,2,0.40625,0.21875,1.0,0.0,0.0,0.1875,0.125,0.25,0.46153846153846156,0.2857142857142857,0.6666666666666667,0,0,0,2,,,,0.0014193254575078505,0.0013519422934864618,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,0,2,0.0,0,0.0
gemma-2-2b-it,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,demographic,bbq,exploratory,1,1,1,0.375,0.125,1.0,0.0,0.0,0.25,,,0.6666666666666667,,,0,0,0,1,,,,0.0013176680082185239,0.0012940776620146272,1.0,1.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,,0,1,0.0,0,0.0
gemma-2-2b-it,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,demographic,crows_pairs,exploratory,1,1,1,0.4375,0.3125,1.0,0.0,0.0,0.125,,,0.2857142857142857,,,0,0,0,1,,,,0.001520982906797177,0.0014098069249582966,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,,0,1,0.0,0,0.0
gemma-2-2b-it,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,identity,pooled,exploratory,2,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0,0,0,2,,,,0.0012524061675974803,0.0012518604238410988,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,0,2,0.0,0,0.0
gemma-2-2b-it,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,identity,bbq,exploratory,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,0,0,0,1,,,,0.0012342824193765172,0.0012301129308392052,1.0,1.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,,0,1,0.0,0,0.0
gemma-2-2b-it,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,identity,crows_pairs,exploratory,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,0,0,0,1,,,,0.0012705299158184433,0.0012736079168429923,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,,0,1,0.0,0,0.0
gemma-2-2b-it,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,neutral,pooled,exploratory,1,1,1,0.4375,0.5625,0.0,1.0,0.0,-0.125,,,-0.2857142857142858,,,0,0,0,1,,,,0.001517973508770889,0.0014161439482940884,1.0,1.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,,0,1,0.0,0,0.0
gemma-2-2b-it,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,neutral,bbq,exploratory,1,1,1,0.4375,0.5625,0.0,1.0,0.0,-0.125,,,-0.2857142857142858,,,0,0,0,1,,,,0.001517973508770889,0.0014161439482940884,1.0,1.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,,0,1,0.0,0,0.0
gemma-2-2b-it,dev,cure_centred_svd_r1_a0.5,cure_centred_svd,1,0.5,demographic,pooled,exploratory,2,2,2,0.40625,0.203125,1.0,0.0,0.0,0.203125,0.1875,0.21875,0.5,0.5,0.5,0,0,0,2,,,,0.0030824053838939642,0.002973122321093884,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,0,2,0.0,0,0.0
gemma-2-2b-it,dev,cure_centred_svd_r1_a0.5,cure_centred_svd,1,0.5,demographic,bbq,exploratory,1,1,1,0.375,0.1875,1.0,0.0,0.0,0.1875,,,0.5,,,0,0,0,1,,,,0.0028112613022991026,0.002843936085437999,1.0,1.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,,0,1,0.0,0,0.0
