model_name,cond,alpha,dev_energy,test_energy_mean,test_over_dev,test_energy_cv,corr_energy_span_len,corr_energy_prompt_len,beta_span_len,beta_prompt_len,n_seeds,mean_span_len_test
gemma-2-2b-it,SE,0.11171170931623985,0.0003709767738614504,0.001351585837702698,3.643316598056023,0.3893364966166322,0.8895887441851966,0.14096132143265752,0.00012471807386667846,-2.9851382910608395e-07,160,6.7875
gemma-2-2b-it,NE,0.134336216900742,0.00038050405711874017,0.0013787913028862008,3.623591594073161,0.4910892721259767,0.941376166127655,0.12436887002641381,0.00022139362454460138,-1.7398548697489962e-06,153,6.313725490196078
gemma-2-2b-it,RE,1.0,0.00038856788514713314,0.0013374064489435945,3.4418862187676136,0.5692808628359229,0.9079729235451622,0.08888268286791796,0.0001861464272123949,-2.4430708717073236e-06,160,6.7875
gemma-2-2b-it,RNE,0.9305990447595787,0.0003884200120832296,0.001297322030996298,3.339997916271913,0.5457813747237297,0.9118715953709297,0.17084298052320931,0.0002218493386792673,-6.220275375895946e-08,153,6.313725490196078
llama-3.1-8b-instruct,SE,0.10183201891808542,5.2299807236146175e-05,0.00016724557910189963,3.197824006248163,0.31853751457152957,0.6815329331999235,0.13136266862230164,1.0512136670417619e-05,1.338979327908427e-07,160,6.76875
llama-3.1-8b-instruct,NE,0.14029122398633198,5.128515780621583e-05,0.00018729791337767778,3.652088077517371,0.49316475253020786,0.8628255192482518,0.179456535503351,2.8922377069514954e-05,1.7182867556308435e-07,155,6.406451612903226
llama-3.1-8b-instruct,RE,1.0,5.250229596953418e-05,0.00016083193134507163,3.0633313910385658,0.6574011027390761,0.8506097506582507,0.1557256243436182,2.6068770375701804e-05,2.898110137161386e-07,160,6.76875
llama-3.1-8b-instruct,RNE,0.8672575288416947,5.252384960506466e-05,0.00014235120931352984,2.7102204119441295,0.5047407082984987,0.8590099718224165,0.1654078543879425,2.245668365550482e-05,8.704165511330271e-08,155,6.406451612903226
