study,model_name,condition,quantity,estimate,n,n_clusters,lo,hi
A3_fm_eval,llama-3.1-8b-instruct,LC_f3,acc,0.9027777777777778,72.0,12.0,0.8194444444444446,0.9722222222222223
A3_fm_eval,llama-3.1-8b-instruct,LC_f3,both,0.9027777777777778,72.0,12.0,0.8194444444444446,0.9722222222222223
A3_fm_eval,llama-3.1-8b-instruct,LC_f3,validity,1.0,72.0,12.0,1.0,1.0
A3_fm_eval,llama-3.1-8b-instruct,LC_f3,energy,2004.5990700356613,72.0,12.0,1807.8046460947032,2203.824606503734
A3_fm_eval,llama-3.1-8b-instruct,LC_gender_large,T,0.12942494703990962,72.0,12.0,0.09709324843554568,0.1649472607313766
A3_fm_eval,llama-3.1-8b-instruct,LC_gender_large,acc,0.9097222222222222,72.0,12.0,0.8333333333333334,0.9722222222222223
A3_fm_eval,llama-3.1-8b-instruct,LC_gender_large,both,0.9027777777777778,72.0,12.0,0.8194444444444446,0.9722222222222223
A3_fm_eval,llama-3.1-8b-instruct,LC_gender_large,validity,1.0,72.0,12.0,1.0,1.0
A3_fm_eval,llama-3.1-8b-instruct,LC_gender_large,energy,25.113055959463352,72.0,12.0,20.481898797377653,30.221267193922696
A3_fm_eval,llama-3.1-8b-instruct,LC_gender_small,T,0.13624416048259017,72.0,12.0,0.1004892108867262,0.17377459975506762
A3_fm_eval,llama-3.1-8b-instruct,LC_gender_small,acc,0.9027777777777778,72.0,12.0,0.8194444444444446,0.9722222222222223
A3_fm_eval,llama-3.1-8b-instruct,LC_gender_small,both,0.9027777777777778,72.0,12.0,0.8194444444444446,0.9722222222222223
A3_fm_eval,llama-3.1-8b-instruct,LC_gender_small,validity,1.0,72.0,12.0,1.0,1.0
A3_fm_eval,llama-3.1-8b-instruct,LC_gender_small,energy,92.88512164421759,72.0,12.0,82.71805592414744,104.28939391085416
A3_fm_eval,llama-3.1-8b-instruct,MC,T,0.09398223974109321,72.0,12.0,0.0648015716362919,0.12606879486746111
A3_fm_eval,llama-3.1-8b-instruct,MC,acc,0.9027777777777778,72.0,12.0,0.8194444444444446,0.9722222222222223
A3_fm_eval,llama-3.1-8b-instruct,MC,both,0.9027777777777778,72.0,12.0,0.8194444444444446,0.9722222222222223
A3_fm_eval,llama-3.1-8b-instruct,MC,validity,1.0,72.0,12.0,1.0,1.0
A3_fm_eval,llama-3.1-8b-instruct,MC,energy,134.43304751247015,72.0,12.0,128.280010832849,140.98232713811566
A3_fm_eval,llama-3.1-8b-instruct,MC_gender,T,0.10275492819471194,72.0,12.0,0.07769962673730288,0.12945295146878935
A3_fm_eval,llama-3.1-8b-instruct,MC_gender,acc,0.9027777777777778,72.0,12.0,0.8194444444444446,0.9722222222222223
A3_fm_eval,llama-3.1-8b-instruct,MC_gender,both,0.9027777777777778,72.0,12.0,0.8194444444444446,0.9722222222222223
A3_fm_eval,llama-3.1-8b-instruct,MC_gender,validity,1.0,72.0,12.0,1.0,1.0
A3_fm_eval,llama-3.1-8b-instruct,MC_gender,energy,73.57814965044075,72.0,12.0,67.57649138410294,79.9307772291623
A3_fm_eval,llama-3.1-8b-instruct,S1,T,0.06787440870268235,72.0,12.0,0.04726487647445702,0.09314026483341638
A3_fm_eval,llama-3.1-8b-instruct,S1,acc,0.9027777777777778,72.0,12.0,0.8194444444444446,0.9722222222222223
A3_fm_eval,llama-3.1-8b-instruct,S1,both,0.9027777777777778,72.0,12.0,0.8194444444444446,0.9722222222222223
A3_fm_eval,llama-3.1-8b-instruct,S1,validity,1.0,72.0,12.0,1.0,1.0
A3_fm_eval,llama-3.1-8b-instruct,S1,energy,2178.899486158345,72.0,12.0,2044.5245811366103,2318.5159697881586
A3_fm_eval,gemma-2-2b-it,B,T,0.20676820327396053,72.0,12.0,0.13490312937752857,0.2920360501406758
A3_fm_eval,gemma-2-2b-it,B,acc,0.3888888888888889,72.0,12.0,0.19444444444444445,0.5833333333333334
A3_fm_eval,gemma-2-2b-it,B,both,0.375,72.0,12.0,0.18055555555555555,0.5833333333333333
A3_fm_eval,gemma-2-2b-it,B,validity,1.0,72.0,12.0,1.0,1.0
A3_fm_eval,gemma-2-2b-it,B,energy,0.0,72.0,12.0,0.0,0.0
A3_fm_eval,gemma-2-2b-it,LC_f3,T,0.18594180504274616,72.0,12.0,0.12012110000983238,0.26919029931676747
A3_fm_eval,gemma-2-2b-it,LC_f3,acc,0.40972222222222215,72.0,12.0,0.21527777777777776,0.611111111111111
A3_fm_eval,gemma-2-2b-it,LC_f3,both,0.3888888888888889,72.0,12.0,0.19444444444444445,0.5833333333333334
A3_fm_eval,gemma-2-2b-it,LC_f3,validity,1.0,72.0,12.0,1.0,1.0
A3_fm_eval,gemma-2-2b-it,LC_f3,energy,301055.1972362281,72.0,12.0,268390.7875594787,338675.73825547815
A3_fm_eval,gemma-2-2b-it,LC_gender_large,T,0.11509679285511971,72.0,12.0,0.07752358680383625,0.15710477433051645
A3_fm_eval,gemma-2-2b-it,LC_gender_large,acc,0.4236111111111111,72.0,12.0,0.2222222222222222,0.625
A3_fm_eval,gemma-2-2b-it,LC_gender_large,both,0.40277777777777785,72.0,12.0,0.20833333333333334,0.5972222222222222
A3_fm_eval,gemma-2-2b-it,LC_gender_large,validity,1.0,72.0,12.0,1.0,1.0
A3_fm_eval,gemma-2-2b-it,LC_gender_large,energy,6738.4335696991875,72.0,12.0,6297.623433904995,7262.671721662705
A3_fm_eval,gemma-2-2b-it,LC_gender_small,T,0.1267682967877847,72.0,12.0,0.08567725398215008,0.1737375732587735
A3_fm_eval,gemma-2-2b-it,LC_gender_small,acc,0.4236111111111111,72.0,12.0,0.2222222222222222,0.625
A3_fm_eval,gemma-2-2b-it,LC_gender_small,both,0.40277777777777785,72.0,12.0,0.20833333333333334,0.5972222222222222
A3_fm_eval,gemma-2-2b-it,LC_gender_small,validity,1.0,72.0,12.0,1.0,1.0
A3_fm_eval,gemma-2-2b-it,LC_gender_small,energy,31091.374607155205,72.0,12.0,27302.29471911359,35028.37780112328
A3_fm_eval,gemma-2-2b-it,MC,T,0.03809103133225398,72.0,12.0,0.025769677091444388,0.05026692028042002
A3_fm_eval,gemma-2-2b-it,MC,acc,0.4583333333333333,72.0,12.0,0.2638888888888889,0.6527777777777778
A3_fm_eval,gemma-2-2b-it,MC,both,0.4444444444444444,72.0,12.0,0.25,0.638888888888889
A3_fm_eval,gemma-2-2b-it,MC,validity,1.0,72.0,12.0,1.0,1.0
A3_fm_eval,gemma-2-2b-it,MC,energy,156637.06876272612,72.0,12.0,139438.65138396525,178737.52432471
A3_fm_eval,gemma-2-2b-it,MC_gender,T,0.12596656957077487,72.0,12.0,0.09214487312684173,0.1615093035390971
A3_fm_eval,gemma-2-2b-it,MC_gender,acc,0.40972222222222227,72.0,12.0,0.2152777777777778,0.6041666666666667
A3_fm_eval,gemma-2-2b-it,MC_gender,both,0.3888888888888889,72.0,12.0,0.19444444444444445,0.5833333333333334
A3_fm_eval,gemma-2-2b-it,MC_gender,validity,1.0,72.0,12.0,1.0,1.0
A3_fm_eval,gemma-2-2b-it,MC_gender,energy,44071.80145576572,72.0,12.0,41863.10476013142,46100.297123753284
A3_fm_eval,gemma-2-2b-it,S1,T,0.05682399249081376,72.0,12.0,0.03011215197241525,0.08727514841099945
A3_fm_eval,gemma-2-2b-it,S1,acc,0.4305555555555555,72.0,12.0,0.23611111111111108,0.625
A3_fm_eval,gemma-2-2b-it,S1,both,0.40277777777777773,72.0,12.0,0.20833333333333334,0.5972222222222222
A3_fm_eval,gemma-2-2b-it,S1,validity,1.0,72.0,12.0,1.0,1.0
A3_fm_eval,gemma-2-2b-it,S1,energy,288564.3696081462,72.0,12.0,271062.18836975953,305882.4709032525
B_final,gemma-2-2b-it,B,T,0.12788747763876826,160.0,80.0,0.10171836350928531,0.15603408548435607
B_final,gemma-2-2b-it,B,acc,0.41875,160.0,80.0,0.340625,0.5
B_final,gemma-2-2b-it,B,both,0.38125,160.0,80.0,0.30625,0.4625
B_final,gemma-2-2b-it,B,validity,1.0,160.0,80.0,1.0,1.0
B_final,gemma-2-2b-it,B,energy,0.0,160.0,80.0,0.0,0.0
B_final,gemma-2-2b-it,CV_all,T,0.13331083359134993,160.0,80.0,0.09453741269120328,0.17520358491745178
B_final,gemma-2-2b-it,CV_all,acc,0.2875,160.0,80.0,0.2125,0.3625
B_final,gemma-2-2b-it,CV_all,both,0.2875,160.0,80.0,0.2125,0.3625
B_final,gemma-2-2b-it,CV_all,validity,1.0,160.0,80.0,1.0,1.0
B_final,gemma-2-2b-it,CV_all,energy,72861628.65682204,160.0,80.0,72098156.46714392,73670119.72365333
B_final,gemma-2-2b-it,CV_last,T,0.12424404202782813,160.0,80.0,0.0985475904416739,0.151807035264491
B_final,gemma-2-2b-it,CV_last,acc,0.315625,160.0,80.0,0.246875,0.390625
B_final,gemma-2-2b-it,CV_last,both,0.275,160.0,80.0,0.20625,0.35
B_final,gemma-2-2b-it,CV_last,validity,0.690625,160.0,80.0,0.625,0.753125
B_final,gemma-2-2b-it,CV_last,energy,9767.96870376146,160.0,80.0,9767.96870376146,9767.96870376146
B_final,gemma-2-2b-it,CV_span,T,0.08202440425368512,160.0,80.0,0.05871401247016532,0.1076332933619522
B_final,gemma-2-2b-it,CV_span,acc,0.428125,160.0,80.0,0.353125,0.50625
B_final,gemma-2-2b-it,CV_span,both,0.39375,160.0,80.0,0.31875,0.475
B_final,gemma-2-2b-it,CV_span,validity,0.996875,160.0,80.0,0.990625,1.0
B_final,gemma-2-2b-it,CV_span,energy,33150.043712566236,160.0,80.0,29670.204879278575,36935.13157880037
B_final,gemma-2-2b-it,DV_all,T,0.2400605714433862,160.0,80.0,0.18431394910666257,0.2977722010933882
B_final,gemma-2-2b-it,DV_all,acc,0.0,160.0,80.0,0.0,0.0
B_final,gemma-2-2b-it,DV_all,both,0.0,160.0,80.0,0.0,0.0
B_final,gemma-2-2b-it,DV_all,validity,0.0,160.0,80.0,0.0,0.0
B_final,gemma-2-2b-it,DV_all,energy,72865022.32701674,160.0,80.0,72101514.57715607,73673551.05087115
B_final,gemma-2-2b-it,DV_last,T,0.12108848195994071,160.0,80.0,0.09526684319107108,0.14896098510748657
B_final,gemma-2-2b-it,DV_last,acc,0.65625,160.0,80.0,0.578125,0.73125
B_final,gemma-2-2b-it,DV_last,both,0.61875,160.0,80.0,0.5375,0.7
B_final,gemma-2-2b-it,DV_last,validity,0.91875,160.0,80.0,0.878125,0.953125
B_final,gemma-2-2b-it,DV_last,energy,9768.210189507588,160.0,80.0,9768.210189507588,9768.210189507588
B_final,gemma-2-2b-it,DV_span,T,0.1269934581860348,160.0,80.0,0.10010092395413829,0.156003562942593
B_final,gemma-2-2b-it,DV_span,acc,0.4375,160.0,80.0,0.3625,0.515625
B_final,gemma-2-2b-it,DV_span,both,0.4,160.0,80.0,0.325,0.48125
B_final,gemma-2-2b-it,DV_span,validity,0.990625,160.0,80.0,0.978125,1.0
B_final,gemma-2-2b-it,DV_span,energy,33150.86325680471,160.0,80.0,29670.938368127558,36936.0447421174
B_final,gemma-2-2b-it,S1,T,0.10650338518263916,160.0,80.0,0.07558920060944947,0.14046960240261527
B_final,gemma-2-2b-it,S1,acc,0.35625,160.0,80.0,0.284375,0.434375
B_final,gemma-2-2b-it,S1,both,0.30625,160.0,80.0,0.2375,0.38125
B_final,gemma-2-2b-it,S1,validity,0.953125,160.0,80.0,0.925,0.975
B_final,gemma-2-2b-it,S1,energy,701039.1043514576,160.0,80.0,603391.2405137996,807404.9725586977
B_final,gemma-2-2b-it,SE,T,0.13588413929003487,160.0,80.0,0.10223947871261603,0.17326435071561158
B_final,gemma-2-2b-it,SE,acc,0.409375,160.0,80.0,0.33125,0.490625
B_final,gemma-2-2b-it,SE,both,0.38125,160.0,80.0,0.30625,0.4625
B_final,gemma-2-2b-it,SE,validity,0.996875,160.0,80.0,0.990625,1.0
B_final,gemma-2-2b-it,SE,energy,34241.4861027061,160.0,80.0,31633.11373776225,36905.817515531904
B_control,gemma-2-2b-it,B,T,0.1326752180227351,36.0,10.0,0.06766175153826857,0.2098100822604777
B_control,gemma-2-2b-it,B,acc,0.8,36.0,10.0,0.5875,0.95
B_control,gemma-2-2b-it,B,both,0.725,36.0,10.0,0.5,0.9
B_control,gemma-2-2b-it,B,validity,1.0,36.0,10.0,1.0,1.0
B_control,gemma-2-2b-it,B,energy,0.0,36.0,10.0,0.0,0.0
B_control,gemma-2-2b-it,CV_span,T,0.1701842151421327,36.0,10.0,0.09983800388342574,0.2462610504766152
B_control,gemma-2-2b-it,CV_span,acc,0.3625,36.0,10.0,0.225,0.4875
B_control,gemma-2-2b-it,CV_span,both,0.275,36.0,10.0,0.15,0.4
B_control,gemma-2-2b-it,CV_span,validity,0.95,36.0,10.0,0.875,1.0
B_control,gemma-2-2b-it,CV_span,energy,51037.63635776679,36.0,10.0,39682.37277001356,63983.24738824464
B_control,gemma-2-2b-it,DV_span,T,0.1404244943118654,36.0,10.0,0.06231797616067196,0.23051723764933224
B_control,gemma-2-2b-it,DV_span,acc,0.55,36.0,10.0,0.3625,0.7125
B_control,gemma-2-2b-it,DV_span,both,0.475,36.0,10.0,0.275,0.65
B_control,gemma-2-2b-it,DV_span,validity,0.95,36.0,10.0,0.875,1.0
B_control,gemma-2-2b-it,DV_span,energy,51038.89818701534,36.0,10.0,39683.35374151851,63984.82944467323
B_control,gemma-2-2b-it,S1,T,0.09356647600224924,36.0,10.0,0.023182956908011206,0.19670225135705738
B_control,gemma-2-2b-it,S1,acc,0.1625,36.0,10.0,0.05,0.3125
B_control,gemma-2-2b-it,S1,both,0.15,36.0,10.0,0.025,0.3
B_control,gemma-2-2b-it,S1,validity,0.9125,36.0,10.0,0.825,1.0
B_control,gemma-2-2b-it,S1,energy,789479.5120534986,36.0,10.0,590781.2454217842,1023588.3835031082
B_final,llama-3.1-8b-instruct,B,T,0.14127486317752852,160.0,80.0,0.12191923427647147,0.16216656202719254
B_final,llama-3.1-8b-instruct,B,acc,0.684375,160.0,80.0,0.609375,0.75625
B_final,llama-3.1-8b-instruct,B,both,0.65,160.0,80.0,0.56875,0.725
B_final,llama-3.1-8b-instruct,B,validity,1.0,160.0,80.0,1.0,1.0
B_final,llama-3.1-8b-instruct,B,energy,0.0,160.0,80.0,0.0,0.0
B_final,llama-3.1-8b-instruct,CV_all,T,0.19298029068247047,160.0,80.0,0.14194806406690239,0.24644680813472722
B_final,llama-3.1-8b-instruct,CV_all,acc,0.0,160.0,80.0,0.0,0.0
B_final,llama-3.1-8b-instruct,CV_all,both,0.0,160.0,80.0,0.0,0.0
B_final,llama-3.1-8b-instruct,CV_all,validity,0.0,160.0,80.0,0.0,0.0
B_final,llama-3.1-8b-instruct,CV_all,energy,108452.02594128477,160.0,80.0,107462.04111787761,109509.6326788591
B_final,llama-3.1-8b-instruct,CV_last,T,0.14178081080152344,160.0,80.0,0.1228739611897834,0.16200243623801128
B_final,llama-3.1-8b-instruct,CV_last,acc,0.89375,160.0,80.0,0.84375,0.9375
B_final,llama-3.1-8b-instruct,CV_last,both,0.85625,160.0,80.0,0.79375,0.9125
B_final,llama-3.1-8b-instruct,CV_last,validity,0.90625,160.0,80.0,0.859375,0.946875
B_final,llama-3.1-8b-instruct,CV_last,energy,20.051315611590734,160.0,80.0,20.051315611590734,20.051315611590734
B_final,llama-3.1-8b-instruct,CV_span,T,0.06717525236347263,160.0,80.0,0.05063633631132725,0.08631069489142565
B_final,llama-3.1-8b-instruct,CV_span,acc,0.721875,160.0,80.0,0.65,0.790625
B_final,llama-3.1-8b-instruct,CV_span,both,0.7,160.0,80.0,0.625,0.76875
B_final,llama-3.1-8b-instruct,CV_span,validity,0.984375,160.0,80.0,0.9625,1.0
B_final,llama-3.1-8b-instruct,CV_span,energy,67.86117179095564,160.0,80.0,61.34449419404573,74.8164719182962
B_final,llama-3.1-8b-instruct,DV_all,T,0.22231032572673337,160.0,80.0,0.17125073350946765,0.27542864910471093
B_final,llama-3.1-8b-instruct,DV_all,acc,0.0,160.0,80.0,0.0,0.0
B_final,llama-3.1-8b-instruct,DV_all,both,0.0,160.0,80.0,0.0,0.0
B_final,llama-3.1-8b-instruct,DV_all,validity,0.0,160.0,80.0,0.0,0.0
B_final,llama-3.1-8b-instruct,DV_all,energy,108450.30933238775,160.0,80.0,107460.34017873633,109507.89932986784
B_final,llama-3.1-8b-instruct,DV_last,T,0.13923938528632795,160.0,80.0,0.12024254482184313,0.15992456043671952
B_final,llama-3.1-8b-instruct,DV_last,acc,0.521875,160.0,80.0,0.440625,0.603125
B_final,llama-3.1-8b-instruct,DV_last,both,0.4875,160.0,80.0,0.40625,0.56875
B_final,llama-3.1-8b-instruct,DV_last,validity,0.8875,160.0,80.0,0.834375,0.934375
B_final,llama-3.1-8b-instruct,DV_last,energy,20.054357407354928,160.0,80.0,20.054357407354928,20.054357407354928
B_final,llama-3.1-8b-instruct,DV_span,T,0.0819374140325608,160.0,80.0,0.06457043607480042,0.1018228859236894
B_final,llama-3.1-8b-instruct,DV_span,acc,0.7,160.0,80.0,0.628125,0.76875
B_final,llama-3.1-8b-instruct,DV_span,both,0.66875,160.0,80.0,0.59375,0.74375
B_final,llama-3.1-8b-instruct,DV_span,validity,0.990625,160.0,80.0,0.978125,1.0
B_final,llama-3.1-8b-instruct,DV_span,energy,67.87146685236091,160.0,80.0,61.3538005743074,74.82782218430927
B_final,llama-3.1-8b-instruct,S1,T,0.08601694459638401,160.0,80.0,0.06722806995103653,0.10832588769166068
B_final,llama-3.1-8b-instruct,S1,acc,0.64375,160.0,80.0,0.5625,0.721875
B_final,llama-3.1-8b-instruct,S1,both,0.6125,160.0,80.0,0.53125,0.69375
B_final,llama-3.1-8b-instruct,S1,validity,0.996875,160.0,80.0,0.990625,1.0
B_final,llama-3.1-8b-instruct,S1,energy,2205.177045055533,160.0,80.0,1918.5711608827169,2506.058916625904
B_final,llama-3.1-8b-instruct,SE,T,0.11009980681533202,160.0,80.0,0.09365539316314624,0.12774852358298996
B_final,llama-3.1-8b-instruct,SE,acc,0.665625,160.0,80.0,0.590625,0.7375781249999989
B_final,llama-3.1-8b-instruct,SE,both,0.63125,160.0,80.0,0.55,0.7125
B_final,llama-3.1-8b-instruct,SE,validity,1.0,160.0,80.0,1.0,1.0
B_final,llama-3.1-8b-instruct,SE,energy,62.1015999922118,160.0,80.0,58.25883052693021,66.21476039669325
B_control,llama-3.1-8b-instruct,B,T,0.08559194093682054,36.0,10.0,0.055861067821271954,0.11660190987754226
B_control,llama-3.1-8b-instruct,B,acc,0.8375,36.0,10.0,0.7,0.95
B_control,llama-3.1-8b-instruct,B,both,0.8,36.0,10.0,0.65,0.95
B_control,llama-3.1-8b-instruct,B,validity,1.0,36.0,10.0,1.0,1.0
B_control,llama-3.1-8b-instruct,B,energy,0.0,36.0,10.0,0.0,0.0
B_control,llama-3.1-8b-instruct,CV_span,T,0.3297606700174447,36.0,10.0,0.21406451354631137,0.46163067151167647
B_control,llama-3.1-8b-instruct,CV_span,acc,0.1625,36.0,10.0,0.075,0.25
B_control,llama-3.1-8b-instruct,CV_span,both,0.0,36.0,10.0,0.0,0.0
B_control,llama-3.1-8b-instruct,CV_span,validity,0.8125,36.0,10.0,0.7496875000000003,0.8875
B_control,llama-3.1-8b-instruct,CV_span,energy,105.01876626415205,36.0,10.0,81.95975323855261,130.3335522960603
B_control,llama-3.1-8b-instruct,DV_span,T,0.1893399007725544,36.0,10.0,0.11846569525117914,0.27683807981175457
B_control,llama-3.1-8b-instruct,DV_span,acc,0.4125,36.0,10.0,0.225,0.5875
B_control,llama-3.1-8b-instruct,DV_span,both,0.275,36.0,10.0,0.125,0.4
B_control,llama-3.1-8b-instruct,DV_span,validity,0.8625,36.0,10.0,0.725,0.9625
B_control,llama-3.1-8b-instruct,DV_span,energy,105.03469842921156,36.0,10.0,81.97218708137059,130.35332493381136
B_control,llama-3.1-8b-instruct,S1,T,0.20079013624667263,36.0,10.0,0.12181732038995421,0.28587446626559004
B_control,llama-3.1-8b-instruct,S1,acc,0.4,36.0,10.0,0.225,0.575
B_control,llama-3.1-8b-instruct,S1,both,0.3,36.0,10.0,0.125,0.5
B_control,llama-3.1-8b-instruct,S1,validity,0.875,36.0,10.0,0.775,0.975
B_control,llama-3.1-8b-instruct,S1,energy,4105.263843810159,36.0,10.0,2829.9793027036126,5609.419826249708
