model_name,phase,account,condition,n_items,n_seeds,n_prompts_scored,absC_mean,absC_mean_lo,absC_mean_hi,absC_change_vs_unedited,absC_change_vs_unedited_lo,absC_change_vs_unedited_hi,opt_acc,opt_acc_lo,opt_acc_hi,acc_loss_vs_unedited,acc_loss_vs_unedited_lo,acc_loss_vs_unedited_hi,n_paired_prompts,p_gold_mean,p_gold_loss_vs_unedited,p_gold_loss_vs_unedited_lo,p_gold_loss_vs_unedited_hi,energy_total_A_mean,energy_audit_mean,alpha,sec_mean,kind,matched_to,energy_target,feasible
qwen2.5-7b-instruct,dev,magnitude,unedited,60,60,117,0.6473353068033855,0.455979741414388,0.8602109400431314,0.0,0.0,0.0,0.5897435897435898,0.4700854700854701,0.703439013317191,-0.0,-0.0,-0.0,117,0.5794972727072888,-0.0,-0.0,-0.0,,,0.0,0.4248305002848307,none,,,True
qwen2.5-7b-instruct,dev,magnitude,targeted,60,60,117,0.554608154296875,0.38472213745117184,0.7476352437337239,-0.09272715250651041,-0.20385070800781252,-0.0009520975748697946,0.5897435897435898,0.48236952675807165,0.6983403330386085,-0.0,-0.05982905982905983,0.0603448275862069,117,0.5880923258715206,-0.008595053164232001,-0.05983519954950803,0.04720039028586238,0.023727897764142313,0.011171743017198931,1.0,0.5159833749135335,targeted,operating,0.020956941670296166,True
qwen2.5-7b-instruct,dev,magnitude,random_1_matched,60,60,117,0.6124506632486979,0.4323082097371419,0.8154691696166988,-0.0348846435546875,-0.07142620086669921,0.004652048746744735,0.5982905982905983,0.47413793103448276,0.7130434782608696,-0.008547008547008548,-0.02608695652173913,-0.0,117,0.5821299390165627,-0.0026326663092738566,-0.010287095085168242,0.0036181479349855247,0.0004775146355947149,0.00028951598051024186,1.0,0.5173990646998088,random,targeted energy,0.020956941670296166,True
qwen2.5-7b-instruct,dev,magnitude,targeted_at_random_1_energy,60,60,117,0.6352427164713542,0.4407954915364583,0.8490867106119792,-0.01209259033203125,-0.07901690165201823,0.05291768391927076,0.5726495726495726,0.4482758620689655,0.6897214854111403,0.017094017094017096,-0.01680672268907563,0.05128205128205128,117,0.5601225552748479,0.019374717432440968,7.924608193061268e-05,0.043632087057205775,0.0007735251431157673,0.000636323457222872,0.107059857789041,0.5171056667963664,targeted,random_1 energy at alpha=1,0.0004902133665640716,True
qwen2.5-7b-instruct,dev,magnitude,random_2_matched,60,60,117,0.6413167317708334,0.44637949625651047,0.8600567626953125,-0.006018575032552083,-0.03722745259602865,0.024595489501953123,0.5897435897435898,0.4661016949152542,0.7034137803979366,-0.0,-0.02564102564102564,0.025423728813559324,117,0.5775136657451541,0.001983606962134754,-0.0031144468254939543,0.007302104798144295,0.00023779315809606088,0.0002564267169682542,1.0,0.5171002348264059,random,targeted energy,0.020956941670296166,True
qwen2.5-7b-instruct,dev,magnitude,targeted_at_random_2_energy,60,60,117,0.6443583170572916,0.4523482259114583,0.8606032816569008,-0.00297698974609375,-0.056543858846028645,0.04846099853515623,0.5811965811965812,0.45689655172413796,0.6956521739130435,0.008547008547008548,-0.01724512743628184,0.034782608695652174,117,0.5664146889701105,0.013082583737178273,-0.0017200024386217923,0.030704441211814468,0.0004900786747373635,0.0003944297506207006,0.0761288271173001,0.5149989247322082,targeted,random_2 energy at alpha=1,0.0002478735018370463,True
qwen2.5-7b-instruct,dev,magnitude,random_3_matched,60,60,117,0.6344970703125,0.4453755696614583,0.8460384114583333,-0.012838236490885417,-0.04418624877929688,0.01951185862223307,0.5982905982905983,0.47413793103448276,0.7130434782608696,-0.008547008547008548,-0.02608695652173913,-0.0,117,0.5766497929889771,0.0028474797183116116,-0.0026020979950394244,0.008870747737195366,0.00021335724397595764,0.00022844588936360799,1.0,0.5166831334431966,random,targeted energy,0.020956941670296166,True
qwen2.5-7b-instruct,dev,magnitude,targeted_at_random_3_energy,60,60,117,0.6460042317708333,0.45658101399739587,0.8583815511067704,-0.0013310750325520833,-0.052452405293782554,0.05068319956461588,0.5811965811965812,0.45689655172413796,0.6956521739130435,0.008547008547008548,-0.01724512743628184,0.034782608695652174,117,0.5667244709606267,0.01277280174666195,-0.001234397582811818,0.02961363623138783,0.0004403883170757862,0.00035232456848526797,0.07060294096406683,0.5145507693290711,targeted,random_3 energy at alpha=1,0.0002131951931246754,True
qwen2.5-7b-instruct,dev,magnitude,neutral_matched,60,60,117,0.6558832804361979,0.45848052978515624,0.8800805791219073,0.0085479736328125,-0.026084314982096353,0.04355854034423828,0.6068376068376068,0.4873895712131006,0.7155459770114941,-0.017094017094017096,-0.05172413793103448,0.01694915254237288,117,0.5730684436692894,0.0064288290379992405,-0.0036676728491500414,0.01743414588220392,0.008716662400191607,0.003248760533072675,1.0,0.5145806868871053,neutral,targeted energy,0.020956941670296166,True
qwen2.5-7b-instruct,dev,magnitude,targeted_at_neutral_energy,60,60,117,0.5630574544270833,0.3902156575520834,0.7551603190104164,-0.08427785237630209,-0.1711303456624349,-0.0068704477945964485,0.5982905982905983,0.48695652173913045,0.7068965517241379,-0.008547008547008548,-0.05982905982905983,0.042735042735042736,117,0.5844218718845605,-0.004924599177271494,-0.046327820121386074,0.03713657550204395,0.009319745083776695,0.005426604420410387,0.6357012889062155,0.5148996949195862,targeted,neutral energy at alpha=1,0.008469038137548561,True
