model_name,phase,account,condition,n_items,n_seeds,n_prompts_scored,absC_mean,absC_mean_lo,absC_mean_hi,absC_change_vs_unedited,absC_change_vs_unedited_lo,absC_change_vs_unedited_hi,opt_acc,opt_acc_lo,opt_acc_hi,acc_loss_vs_unedited,acc_loss_vs_unedited_lo,acc_loss_vs_unedited_hi,n_paired_prompts,p_gold_mean,p_gold_loss_vs_unedited,p_gold_loss_vs_unedited_lo,p_gold_loss_vs_unedited_hi,energy_total_A_mean,energy_audit_mean,alpha,sec_mean,first_dev_layer_span_median,first_dev_layer_span_frac_never,first_dev_layer_last_median,first_dev_layer_last_frac_never,first_dev_layer_postspan_median,first_dev_layer_postspan_frac_never,first_margin_dev_cutoff_median,first_margin_dev_cutoff_frac_never,n_layers_edited,prespan_untouched_frac,fitting
qwen2.5-7b-instruct,dev,depth,unedited,60,60,117,0.6473353068033855,0.455979741414388,0.8602109400431314,0.0,0.0,0.0,0.5897435897435898,0.4700854700854701,0.703439013317191,-0.0,-0.0,-0.0,117,0.5794972727072888,-0.0,-0.0,-0.0,,,0.0,0.4133617798487345,,,,,,,,,0,,none
qwen2.5-7b-instruct,dev,depth,full_frozen,60,60,117,0.554608154296875,0.38472213745117184,0.7476352437337239,-0.09272715250651041,-0.20385070800781252,-0.0009520975748697946,0.5897435897435898,0.48236952675807165,0.6983403330386085,-0.0,-0.05982905982905983,0.0603448275862069,117,0.5880923258715206,-0.008595053164232001,-0.05983519954950803,0.04720039028586238,0.023727897764142313,0.011171743017198931,1.0,1.7205674409866334,1.0,0.0,19.0,0.31666666666666665,12.0,0.2,8.0,0.2833333333333333,28,1.0,frozen
qwen2.5-7b-instruct,dev,depth,early_frozen,60,60,117,0.5158610026041667,0.35353963216145834,0.6973494466145833,-0.13147430419921874,-0.21212935129801433,-0.059500617980957037,0.5555555555555556,0.43475375144286266,0.6695652173913044,0.03418803418803419,-0.025210084033613446,0.10084033613445378,117,0.5538931434280021,0.02560412927928676,-0.01759288642314955,0.07764934256701776,0.014496358581102337,0.014708790567465605,1.0,0.5605494976043701,1.0,0.0,19.0,0.4666666666666667,12.0,0.31666666666666665,,,10,1.0,frozen
qwen2.5-7b-instruct,dev,depth,middle_frozen,60,60,117,0.5796223958333333,0.4130293782552083,0.7678263346354166,-0.06771291097005208,-0.18833056131998696,0.03625665028889972,0.5811965811965812,0.46484409553295003,0.6937242327072835,0.008547008547008548,-0.03418803418803419,0.05172413793103448,117,0.5747308039722893,0.004766468734999567,-0.024851497240833763,0.0360177639888189,0.012661641847266899,0.015165722990614585,1.0,0.553200117746989,10.0,0.0,19.0,0.5,16.0,0.31666666666666665,,,9,1.0,frozen
qwen2.5-7b-instruct,dev,depth,late_frozen,60,60,117,0.6568796793619792,0.46147824605305987,0.8694605509440104,0.00954437255859375,-0.013423728942871095,0.03208616892496743,0.6239316239316239,0.5042735042735043,0.7311340915676613,-0.03418803418803419,-0.07758620689655173,-0.0,117,0.5992297505590863,-0.01973247785179761,-0.04662650328314707,-0.0016758756840510112,0.02368569526236662,0.028229936790248347,1.0,0.5521038770675659,19.0,0.0,,1.0,23.0,0.5833333333333334,,,9,1.0,frozen
qwen2.5-7b-instruct,dev,depth,full_sequential,60,60,117,0.5269978841145834,0.36172648111979167,0.7154152425130206,-0.12033742268880208,-0.22245890299479165,-0.02990656534830734,0.5897435897435898,0.47898261868850106,0.6982758620689655,-0.0,-0.059322033898305086,0.058823529411764705,117,0.5644415916390668,0.015055681068221794,-0.021943324323805174,0.05376478237472956,0.014789307595913324,0.024105176812109715,1.0,1.5332569440205892,0.0,0.0,19.0,0.4,13.0,0.08333333333333333,8.0,0.31666666666666665,28,1.0,sequential
qwen2.5-7b-instruct,test,depth,unedited,160,160,316,0.6630706787109375,0.5474079322814942,0.7860062503814697,0.0,0.0,0.0,0.6550632911392406,0.5930599369085173,0.7165710251171733,-0.0,-0.0,-0.0,316,0.6144460838084035,-0.0,-0.0,-0.0,,,0.0,0.42859693616628647,,,,,,,,,0,,none
qwen2.5-7b-instruct,test,depth,full_frozen,160,160,316,0.5872692108154297,0.4902602005004883,0.7017230987548824,-0.07580146789550782,-0.14566636085510254,-0.0044759082794189504,0.6740506329113924,0.6075949367088608,0.7356687898089171,-0.0189873417721519,-0.05993690851735016,0.0220125786163522,316,0.6467576333488024,-0.032311549540399005,-0.058217256026875594,-0.007471422870600162,0.024492534469516953,0.010215832535860767,1.0,1.7670707002282142,1.0,0.0,19.0,0.45625,11.0,0.3125,8.0,0.375,28,1.0,frozen
qwen2.5-7b-instruct,test,depth,early_frozen,160,160,316,0.6189979553222656,0.5138224601745606,0.743599796295166,-0.044072723388671874,-0.09538444519042968,0.0034615707397460723,0.6550632911392406,0.5886075949367089,0.7183766421754582,-0.0,-0.03184713375796178,0.03470031545741325,316,0.6146646243594822,-0.0002185405510786783,-0.02036077612369267,0.02146567807923804,0.012916559495809526,0.011645565906219835,1.0,0.5707402989268303,1.0,0.0,19.0,0.53125,10.0,0.41875,,,10,1.0,frozen
qwen2.5-7b-instruct,test,depth,middle_frozen,160,160,316,0.6255203247070312,0.5146644592285156,0.7563471221923826,-0.03755035400390625,-0.09420994758605958,0.02765809059143065,0.6487341772151899,0.5827894461017495,0.7129337539432177,0.006329113924050633,-0.02830188679245283,0.038098271155596,316,0.6222822735793655,-0.007836189770962083,-0.023303570225094834,0.007774679355307255,0.011786266912223602,0.013578786173364948,1.0,0.5619339853525162,10.0,0.0,19.0,0.58125,16.0,0.38125,,,9,1.0,frozen
