model_name,phase,id,comparison,statistic,label,point,lo,hi,p_boot,n_seeds,p_holm,reject_0.05_holm
qwen2.5-7b-instruct,test,C1,"cure vs unedited on D (paired absolute |C| change), demographic pairs",D,confirmatory,0.02509644654420045,-0.06435093235325169,0.10909634151974235,0.564,111,1.0,False
qwen2.5-7b-instruct,test,C2,cure vs unedited on generation accuracy (attempted denominator),delta generation accuracy (attempted),confirmatory,0.03153153153153153,-0.0045045045045045045,0.07207207207207207,0.127,111,0.381,False
qwen2.5-7b-instruct,test,C3,cure vs mean of three rank-matched random controls on D,D_cure - D_random_mean,confirmatory,0.017756098383539802,-0.07608792874906156,0.10854157227295656,0.708,111,1.0,False
qwen2.5-7b-instruct,test,C4,cure vs mean of three rank-matched random controls on generation accuracy,acc_cure - acc_random_mean,confirmatory,0.042042042042042045,0.0045045045045045045,0.07957957957957959,0.028,111,0.112,False
qwen2.5-7b-instruct,dev,C1,"cure vs unedited on D (paired absolute |C| change), demographic pairs",D,"exploratory (dev; same four comparisons, not confirmatory)",0.10471282958984375,0.025252899169921874,0.19769061279296873,0.013,100,0.048,True
qwen2.5-7b-instruct,dev,C2,cure vs unedited on generation accuracy (attempted denominator),delta generation accuracy (attempted),"exploratory (dev; same four comparisons, not confirmatory)",0.025,-0.02,0.07,0.31,100,0.62,False
qwen2.5-7b-instruct,dev,C3,cure vs mean of three rank-matched random controls on D,D_cure - D_random_mean,"exploratory (dev; same four comparisons, not confirmatory)",0.09612110137939452,0.02093009185791016,0.18154345671335848,0.012,100,0.048,True
qwen2.5-7b-instruct,dev,C4,cure vs mean of three rank-matched random controls on generation accuracy,acc_cure - acc_random_mean,"exploratory (dev; same four comparisons, not confirmatory)",0.020000000000000004,-0.025,0.06333333333333334,0.36,100,0.62,False
